Mnemonic,Long Name,Issuer Name,Security Type,Ticker,Asset_Class
SPMV,ISHRS EDGE S&P 500 MIN VOL ETF USD (ACC),ISHARES VI PLC,SP,SPMV.L,Global Equity
MVEU,ISHRS EDGE MSCI EURP MIN VOL ETF EUR ACC,ISHARES VI PLC,SP,MVEU.L,Global Equity
IBC1,ISHARES EUR I.L GOV BD UCITS ETF EUR ACC,ISHARES PLC,SP,IBC1.L,Fixed Income
HDIQ,ISHRS MSCI USA QLTY DIV UCITS ETF £ DIST,ISHARES II PLC,SP,HDIQ.L,Global Equity
IEFQ,ISHS EDGE MSCI EUR QLT FAC UCITS ETF ACC,ISHARES IV PLC,SP,IEFQ.L,Global Equity
IEFM,ISHS EDG MSCI EUR MOMN FAC UCITS ETF ACC,ISHARES IV PLC,SP,IEFM.L,Global Equity
IEFV,ISHS EDGE MSCI EUR VAL FAC UCITS ETF ACC,ISHARES IV PLC,SP,IEFV.L,Global Equity
IEFS,ISHS EDGE MSCI EUROPE SIZE FAC UCITS ACC,ISHARES IV PLC,SP,IEFS.L,Global Equity
IBTL,ISHS $ TRSRY BD 20+YR UCITS ETF USD DIST,ISHARES IV PLC,SP,IBTL.L,Fixed Income
FSUS,ISHS EDGE MSCI USA MULTIFAC ETF USD ACC,ISHARES IV PLC,SP,FSUS.L,Global Equity
FSWD,ISHS EDGE MSCI WRLD MULTIFAC ETF USD ACC,ISHARES IV PLC,SP,FSWD.L,Global Equity
FSEU,ISHS EDGE MSCI EUR MULTIFAC UCITS ETFACC,ISHARES IV PLC,SP,FSEU.L,Global Equity
ICDU,ISHRS S&P 500 CON DISC SECT ETF USD ACC,ISHARES V PLC,SP,ICDU.L,Global Equity
IESU,ISHRS S&P 500 ENERGY SECT ETF USD (ACC),ISHARES V PLC,SP,IESU.L,Alternatives
UIFS,ISHRS S&P 500 FIN SECT ETF USD (ACC),ISHARES V PLC,SP,UIFS.L,Global Equity
IHCU,ISHRS S&P 500 HEALTH CR SECT ETF USD ACC,ISHARES V PLC,SP,IHCU.L,Global Equity
IITU,ISHRS S&P 500 INF TECH SECT ETF USD ACC,ISHARES V PLC,SP,IITU.L,Global Equity
SUUS,ISHS MSCI USA SRI UCITS ETF USD ACC,ISHARES IV PLC,SP,SUUS.L,Global Equity
IUSF,ISHARES EDGE MSCI USA SIZE FACTOR,ISHARES IV PLC,SP,IUSF.L,Global Equity
IUQF,ISHARES EDGE MSCI USA QUALITY FACTOR,ISHARES IV PLC,SP,IUQF.L,Global Equity
IUVF,ISHARES EDGE MSCI USA VALUE FACTOR,ISHARES IV PLC,SP,IUVF.L,Global Equity
IUMF,ISHARES EDGE MSCI USA MOMENTUM FACTOR,ISHARES IV PLC,SP,IUMF.L,Global Equity
IMVU,IS EDGE MSCI EUR MIN VOL,ISHARES VI PLC,SP,IMVU.L,Global Equity
ISEU,ISHARES MSCI EUROPE (DIST),ISHARES II PLC,SP,ISEU.L,Global Equity
ISFU,ISHARES CORE FTSE 100 UCITS ETF (DIST),ISHARES PLC,SP,ISFU.L,UK Equity
IEEU,ISHS EDGE MSCI EUROPE MULTIFACTOR,ISHARES IV PLC,SP,IEEU.L,Global Equity
COMM,ISHARES DIVERSIFIED COMM SWP UCITS ETF,ISHARES VI PLC,SP,COMM.L,Global Equity
BTEK,ISHARES NASDAQ US BIOTEC UCITS USD (ACC),ISHARES IV PLC,SP,BTEK.L,Global Equity
ROLG,ISH BBG ROLL SELECT SWAP CMDT ETF,ISHARES VI PLC,SP,ROLG.L,Alternatives
FEMD,FIDELITY EM QUAL INCOME UCITS ETF - INC,FIDELITY UCITS ICAV,SP,FEMD.L,Global Equity
EGDM,ISH MSCI EM ESG DIST,ISHARES IV PLC,SP,EGDM.L,Global Equity
GPSA,ISH MSCI USA ESG ACC,ISHARES IV PLC,SP,GPSA.L,Global Equity
EEWG,ISH MSCI WORLD ESG DIST,ISHARES IV PLC,SP,EEWG.L,Global Equity
GEDM,ISH MSCI EM IMI ESG DIST,ISHARES IV PLC,SP,GEDM.L,Global Equity
SEGM,ISH MSCI EM IMI ESG ACC,ISHARES IV PLC,SP,SEGM.L,Global Equity
EMGU,ISH C MSCI EM IMI DIST,ISHARES PLC,SP,EMGU.L,Global Equity
EEDG,ISH MSCI USA ESG DIST,ISHARES IV PLC,SP,EEDG.L,Global Equity
EEJG,ISH MSCI JAPAN ESG DIST,ISHARES IV PLC,SP,EEJG.L,Global Equity
HSEP,HSBC EUROPE SUSTAINABLE EQUITY ETF,HSBC ETFS PLC,SP,HSEP.L,Global Equity
HSJP,HSBC JAPAN SUSTAINABLE EQUITY ETF,HSBC ETFS PLC,SP,HSJP.L,Global Equity
HSUS,HSBC USA SUSTAINABLE EQUITY ETF,HSBC ETFS PLC,SP,HSUS.L,Global Equity
HSWO,HSBC DEV WORLD SUSTAINABLE EQUITY ETF,HSBC ETFS PLC,SP,HSWO.L,Global Equity
EMAS,SPDR MSCI EM ASIA UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,EMAS.L,Global Equity
EMSM,SPDR MSCI EMERGING MARKETS SMALL CAP ETF,SSGA SPDR ETFS EUROPE I PLC,SP,EMSM.L,Global Equity
EMRG,SPDR MSCI EMERGING MARKETS UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,EMRG.L,Global Equity
ACWI,SPDR MSCI ACWI UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,ACWI.L,Global Equity
EMDL,SPDR BBARC EM LOCAL BOND UCITS,SSGA SPDR ETFS EUROPE I PLC,SP,EMDL.L,Fixed Income
UDVD,SPDR S&P US DIVIDEND ARISTOCRATS ETF $,SSGA SPDR ETFS EUROPE I PLC,SP,UDVD.L,Global Equity
EDVD,SPDR S&P EMERGING MARKETS DVD UCIT ETF $,SSGA SPDR ETFS EUROPE I PLC,SP,EDVD.L,Global Equity
EUDI,SPDR S&P EURO DIVIDEND ARISTOCRATS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,EUDI.L,Global Equity
SPY5,SPDR S&P 500 UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,SPY5.L,Global Equity
GBRE,SPDR DOW JONES GLOBAL REAL EST UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,GBRE.L,Alternatives
USLV,SPDR S&P 500 LOW VOLATILITY UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,USLV.L,Global Equity
EMUE,SPDR MSCI EMU UCITS ETF £,SSGA SPDR ETFS EUROPE I PLC,SP,EMUE.L,Global Equity
EMIN,SPDR EM INFLATION LINKED BOND UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,EMIN.L,Fixed Income
GBDV,SPDR S&P GLOBAL DIVIDEND UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,GBDV.L,Global Equity
PADV,SPDR S&P PAN ASIA DIVIDEND UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,PADV.L,Global Equity
TSY3,SPDR BBARC 1-3 US TREASURY BOND,SSGA SPDR ETFS EUROPE I PLC,SP,TSY3.L,Fixed Income
SUSD,SPDR BBARC  0-3 US CORPORATE BOND,SSGA SPDR ETFS EUROPE I PLC,SP,SUSD.L,Fixed Income
JNKS,SPDR BBARC 0-5 YR US HIGH YIELD BOND,SSGA SPDR ETFS EUROPE I PLC,SP,JNKS.L,Fixed Income
WOSC,SPDR MSCI WORLD SMALL CAP UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,WOSC.L,Global Equity
LOWE,SPDR EURO STOXX LOW VOLATILITY UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,LOWE.L,Global Equity
R2SC,SPDR RUSSELL 2000 US SMALL CAP ETF,SSGA SPDR ETFS EUROPE II PLC,SP,R2SC.L,Global Equity
SEMH,SPDR ICE BOFA 0-5 YR US GOV BOND UCITS,SSGA SPDR ETFS EUROPE II PLC,SP,SEMH.L,Fixed Income
UVAL,SPDR MSCI USA VALUE ETF,SSGA SPDR ETFS EUROPE II PLC,SP,UVAL.L,Global Equity
GIN,SPDR MORNINGSTAR GLOB INFRASTRUCTURE ETF,SSGA SPDR ETFS EUROPE II PLC,SP,GIN.L,Alternatives
EURL,SPDR FTSE EPRA EUR EX UK RE,SSGA SPDR ETFS EUROPE I PLC,SP,EURL.L,Global Equity
USTY,SPDR BBARC  US TREAS BOND ETF,SSGA SPDR ETFS EUROPE I PLC,SP,USTY.L,Fixed Income
LCRP,SPDR BBARC  10+ US CORP BD UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,LCRP.L,Fixed Income
UTIP,SPDR BBARC US TIPS UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,UTIP.L,Fixed Income
VDCP,VANGUARD USD CORPORATE BOND UCITS ETF,VANGUARD FUNDS PLC,SP,VDCP.L,Fixed Income
VDTY,VANGUARD USD TREASURY BOND UCITS ETF,VANGUARD FUNDS PLC,SP,VDTY.L,Fixed Income
VEUD,VANGUARD FTSE DEVELOPED EUROPE UCITS ETF,VANGUARD FUNDS PLC,SP,VEUD.L,Global Equity
VDET,VANGUARD USD EM GOV'T BOND UCITS ETF,VANGUARD FUNDS PLC,SP,VDET.L,Fixed Income
FUQA,US QUALITY INCOME UCITS ETF GBP ACC,FIDELITY UCITS ICAV,SP,FUQA.L,Global Equity
FGQD,GLOBAL QUALITY INCOME UCITS ETF GBP INC,FIDELITY UCITS ICAV,SP,FGQD.L,Global Equity
FUSI,US QUALITY INCOME UCITS ETF GBP INC,FIDELITY UCITS ICAV,SP,FUSI.L,Global Equity
FLXG,FRK LIBERTYQ GLOBAL EQUITY SRI UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FLXG.L,Global Equity
FLXD,FRK LIBERTYQ EUROPEAN DIVIDEND UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FLXD.L,Global Equity
FLXX,FRK LIBERTYQ GLOBAL DIVIDEND UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FLXX.L,Global Equity
FLXU,FRK LIBERTYQ U.S. EQUITY UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FLXU.L,Global Equity
FREM,FRK LIBERTYQ EMERGING MARKETS UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FREM.L,Global Equity
FEMQ,EM QUALITY INCOME UCITS GBP ACC,FIDELITY UCITS ICAV,SP,FEMQ.L,Global Equity
GLBL,SPDR BARC BLOOM GLOBAL AGG UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,GLBL.L,Fixed Income
JPMB,JPM USD EM SOVEREIGN BOND UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JPMB.L,Fixed Income
JE13,JPM EUR GOVT BOND 1-3 YR UCITS ETF (ACC),JPMORGAN ETFS (IRELAND) ICAV,SP,JE13.L,Fixed Income
XSCS,X MSCI USA CONS STPLS DR 1D,XTRACKERS (IE) PLC,SP,XSCS.L,Global Equity
XSCD,X MSCI USA CONS DISCR DR 1D,XTRACKERS (IE) PLC,SP,XSCD.L,Global Equity
XSEN,X MSCI USA ENERGY DR 1D,XTRACKERS (IE) PLC,SP,XSEN.L,Alternatives
XSFN,X MSCI USA FINANCIALS DR 1D,XTRACKERS (IE) PLC,SP,XSFN.L,Global Equity
XSHC,X MSCI USA HEALTH DR 1D,XTRACKERS (IE) PLC,SP,XSHC.L,Global Equity
XSTC,X MSCI USA IT DR 1D,XTRACKERS (IE) PLC,SP,XSTC.L,Global Equity
GLCB,SPDR REFINITIV GLOB CONV BOND UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,GLCB.L,Fixed Income
VUSC,VANGUARD USDCORP 1-3 YR BOND UCITS ETF,VANGUARD FUNDS PLC,SP,VUSC.L,Fixed Income
JU13,BETABUILDERS US TSRY BD 1-3YR UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JU13.L,Fixed Income
FRUC,FRK LIB USD IG CORP BOND UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FRUC.L,Fixed Income
FRXE,FRK LIB EURO SHORT MATURITY UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FRXE.L,Fixed Income
GXLC,SPDR S&P US COMM SERV UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,GXLC.L,Global Equity
FREQ,FRK LIBERTYQ EUROPEAN EQUITY UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FREQ.L,Global Equity
FRQX,FRK LIBERTYQ AC ASIA EX JAPAN UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FRQX.L,Global Equity
TR3G,IVZ US TRES BND 1-3Y UCITS ETF DST GBX,INVESCO MARKETS II PLC,SP,TR3G.L,Fixed Income
TR7G,IVZ US TRES BND 3-7Y UCITS ETF DST GBX,INVESCO MARKETS II PLC,SP,TR7G.L,Fixed Income
TRXG,IVZ US TRES BND 7-10Y UCITS ETF DST GBX,INVESCO MARKETS II PLC,SP,TRXG.L,Fixed Income
TRSG,IVZ US TREASURY BND UCITS ETF DST GBX,INVESCO MARKETS II PLC,SP,TRSG.L,Fixed Income
VSCA,VANGUARD USD CORP 1-3 YEAR BD UCITS ETF,VANGUARD FUNDS PLC,SP,VSCA.L,Fixed Income
VCPA,VANGUARD USD CORP BD UCITS ETF,VANGUARD FUNDS PLC,SP,VCPA.L,Fixed Income
VEMA,VANGUARD USD EMG MKTS GOV BD UCITS ETF,VANGUARD FUNDS PLC,SP,VEMA.L,Fixed Income
VUTA,VANGUARD USD TREASURY BD UCITS ETF,VANGUARD FUNDS PLC,SP,VUTA.L,Fixed Income
SWLD,SPDR MSCI WORLD UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,SWLD.L,Global Equity
FVUG,FRK LIBE EURO GREEN BOND UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FVUG.L,Fixed Income
VUAG,VANGUARD S&P 500 UCITS ETF,VANGUARD FUNDS PLC,SP,VUAG.L,Global Equity
FVUB,FRK FTSE BRAZIL UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FVUB.L,Global Equity
FRCH,FRK FTSE CHINA UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FRCH.L,Global Equity
FLRK,FRK FTSE KOREA UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FLRK.L,Global Equity
FRIN,FRK FTSE INDIA UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FRIN.L,Global Equity
VWRP,VANGUARD FTSE ALL-WORLD UCITS ETF,VANGUARD FUNDS PLC,SP,VWRP.L,Global Equity
VNRG,VANGUARD FTSE NORTH AMERICA UCITS ETF,VANGUARD FUNDS PLC,SP,VNRG.L,Global Equity
VEUA,VANGUARD FTSE DEVELOPED EUROPE UCITS ETF,VANGUARD FUNDS PLC,SP,VEUA.L,Global Equity
VERG,VANGUARD FTSE DEV EUROPE EX UK UCITS ETF,VANGUARD FUNDS PLC,SP,VERG.L,Global Equity
VJPB,VANGUARD FTSE JAPAN UCITS ETF,VANGUARD FUNDS PLC,SP,VJPB.L,Global Equity
VHVG,VANGUARD FTSE DEVELOPED WORLD UCITS ETF,VANGUARD FUNDS PLC,SP,VHVG.L,Global Equity
VDPG,VANGUARD FTSE DEVAPAC EXJAPAN UCITS ETF,VANGUARD FUNDS PLC,SP,VDPG.L,Global Equity
VHYG,VANGUARD FTSE ALLWRLD HIDIVYLD UCITS ETF,VANGUARD FUNDS PLC,SP,VHYG.L,Global Equity
VFEG,VANGUARD FTSE EMERGING MARKETS UCITS ETF,VANGUARD FUNDS PLC,SP,VFEG.L,Global Equity
TRIS,IVZ US TREA BOND 0-1 YEAR ETF DIST,INVESCO MARKETS II PLC,SP,TRIS.L,Fixed Income
T1AP,IVZ US TREAS BOND 0-1 YEAR ETF ACC,INVESCO MARKETS II PLC,SP,T1AP.L,Fixed Income
FUSS,SUSTAIN RESEARCH ENHD US EQY UTS ETF ACC,FIDELITY UCITS ICAV,SP,FUSS.L,Global Equity
FGLS,SUSTAIN RES ENCAED GBL EQTY UCTS ETF ACC,FIDELITY UCITS ICAV,SP,FGLS.L,Global Equity
JPMF,JPM MANAGED FUTURES UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JPMF.L,Alternatives
JPST,JPM USD ULTRA-SHORT INCOME UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JPST.L,Global Equity
5HEP,OSSIAM ETF SHILLER ESG LC US SECTOR GBX,OSSIAM IRL ICAV,SP,5HEP.L,Global Equity
JEST,JPM EUR ULTRA-SHORT INCOME UCITS ETF ACC,JPMORGAN ETFS (IRELAND) ICAV,SP,JEST.L,Global Equity
JREG,JPM GLOBAL REI EQ (ESG) UCITS ETF (ACC),JPMORGAN ETFS (IRELAND) ICAV,SP,JREG.L,Global Equity
JREU,JPM US REI EQ (ESG) UCITS ETF (ACC),JPMORGAN ETFS (IRELAND) ICAV,SP,JREU.L,Global Equity
JREE,JPM EUROPE REI EQ (ESG) UCITS ETF (ACC),JPMORGAN ETFS (IRELAND) ICAV,SP,JREE.L,Global Equity
JRUB,JPM USD CORP BOND REI UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JRUB.L,Fixed Income
JREM,JPM EMERGING MKTS REI EQ (ESG) UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JREM.L,Global Equity
JREB,JPM EUR CORP BOND REI UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JREB.L,Fixed Income
JR15,JPM EUR CORP BOND 1-5 YR REI UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JR15.L,Fixed Income
OWLP,OSSIAM ETF WORLDESG MACHINE LEARNING GBX,OSSIAM IRL ICAV,SP,OWLP.L,Global Equity
JPSA,JPM USD ULTRA-SHORT INCOME UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JPSA.L,Global Equity
LOUF,OSSIAM ETF US ESG LC EQUITY FACTORS GBX,OSSIAM IRL ICAV,SP,LOUF.L,Global Equity
ROBE,ROBO GLOBAL ROB&AUTO GO UCITS ETF (EUR),LEGAL & GENERAL UCITS ETF PLC,SP,ROBE.L,Global Equity
ISX5,ISHARES CORE EUR STX 50,ISHARES VII PLC,SP,ISX5.L,Global Equity
IEMU,ISHARES MSCI EMU,ISHARES VII PLC,SP,IEMU.L,Global Equity
JPFM,JPM MANAGED FUTURES UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JPFM.L,Alternatives
JPTS,JPM USD ULTRA-SHORT INCOME UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JPTS.L,Global Equity
5HED,OSSIAM ETF SHILLER ESG LC US SECTOR USD,OSSIAM IRL ICAV,SP,5HED.L,Global Equity
JSET,JPM EUR ULTRA-SHORT INCOME UCITS ETF ACC,JPMORGAN ETFS (IRELAND) ICAV,SP,JSET.L,Global Equity
JGST,GBP ULTRA-SHORT INCOME UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JGST.L,Global Equity
JMFP,JPM MANAGED FUTURES UCITS ETF - GBP,JPMORGAN ETFS (IRELAND) ICAV,SP,JMFP.L,Alternatives
JMFE,JPM MANAGED FUTURES UCITS ETF - EUR,JPMORGAN ETFS (IRELAND) ICAV,SP,JMFE.L,Alternatives
JGRE,JPM GLOBAL REI EQ (ESG) UCITS ETF (ACC),JPMORGAN ETFS (IRELAND) ICAV,SP,JGRE.L,Global Equity
JURE,JPM US REI EQ (ESG) UCITS ETF (ACC),JPMORGAN ETFS (IRELAND) ICAV,SP,JURE.L,Global Equity
JERE,JPM EUROPE REI EQ (ESG) UCITS ETF (ACC),JPMORGAN ETFS (IRELAND) ICAV,SP,JERE.L,Global Equity
JMRE,JPM EMERGING MKTS REI EQ (ESG) UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JMRE.L,Global Equity
JRBU,JPM USD CORP BOND REI UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JRBU.L,Fixed Income
JRBE,JPM EUR CORP BOND REI UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JRBE.L,Fixed Income
J15R,JPM EUR CORP BOND 1-5 YR REI UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,J15R.L,Fixed Income
OWLU,OSSIAM ETF WORLDESG MACHINE LEARNING USD,OSSIAM IRL ICAV,SP,OWLU.L,Global Equity
JGSA,JPM GBP ULTRA-SHORT INCOME UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JGSA.L,Global Equity
JPAS,JPM USD ULTRA-SHORT INCOME UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JPAS.L,Global Equity
OUFU,OSSIAM ETF US ESG LC EQUITY FACTORS USD,OSSIAM IRL ICAV,SP,OUFU.L,Global Equity
HUKX,HSBC FTSE 100 UCITS ETF,HSBC ETFS PLC,SP,HUKX.L,UK Equity
H50E,HSBC EURO STOXX 50 UCITS ETF,HSBC ETFS PLC,SP,H50E.L,Global Equity
HMJP,HSBC MSCI JAPAN UCITS ETF,HSBC ETFS PLC,SP,HMJP.L,Global Equity
HMCX,HSBC FTSE 250 UCITS ETF,HSBC ETFS PLC,SP,HMCX.L,Global Equity
HSPX,HSBC S&P 500 UCITS ETF,HSBC ETFS PLC,SP,HSPX.L,Global Equity
HMEU,HSBC MSCI EUROPE UCITS ETF,HSBC ETFS PLC,SP,HMEU.L,Global Equity
HMUS,HSBC MSCI USA UCITS ETF,HSBC ETFS PLC,SP,HMUS.L,Global Equity
HMBR,HSBC MSCI BRAZIL UCITS ETF,HSBC ETFS PLC,SP,HMBR.L,Global Equity
HMXJ,HSBC MSCI PACIFIC EX JAPAN UCITS ETF $,HSBC ETFS PLC,SP,HMXJ.L,Global Equity
HMFE,HSBC MSCI EM FAR EAST UCITS ETF,HSBC ETFS PLC,SP,HMFE.L,Global Equity
HTRY,HSBC MSCI TURKEY UCITS ETF,HSBC ETFS PLC,SP,HTRY.L,Global Equity
HMWO,HSBC MSCI WORLD UCITS ETF,HSBC ETFS PLC,SP,HMWO.L,Global Equity
HMCH,HSBC MSCI CHINA UCITS ETF $,HSBC ETFS PLC,SP,HMCH.L,Global Equity
HZAR,HSBC MSCI SOUTH AFRICA UCITS ETF,HSBC ETFS PLC,SP,HZAR.L,Global Equity
HCAN,HSBC MSCI CANADA UCITS ETF,HSBC ETFS PLC,SP,HCAN.L,Global Equity
HMEX,HSBC MSCI MEXICO CAPPED UCITS ETF,HSBC ETFS PLC,SP,HMEX.L,Global Equity
HMLA,HSBC MSCI EM LATIN AMERICA UCITS ETF,HSBC ETFS PLC,SP,HMLA.L,Alternatives
HIDR,HSBC MSCI INDONESIA UCITS ETF,HSBC ETFS PLC,SP,HIDR.L,Global Equity
HTWN,HSBC MSCI TAIWAN UCITS ETF,HSBC ETFS PLC,SP,HTWN.L,Global Equity
HMYR,HSBC MSCI MALAYSIA UCITS ETF,HSBC ETFS PLC,SP,HMYR.L,Global Equity
HKOR,HSBC MSCI KOREA CAPPED UCITS ETF,HSBC ETFS PLC,SP,HKOR.L,Global Equity
HPRO,HSBC FTSE EPRA/NAREIT DEV. UCITS ETF,HSBC ETFS PLC,SP,HPRO.L,Alternatives
HRUB,HSBC MSCI RUSSIA CAPPED UCITS ETF,HSBC ETFS PLC,SP,HRUB.L,Global Equity
HMEF,HSBC MSCI EMERGING MARKETS UCITS ETF,HSBC ETFS PLC,SP,HMEF.L,Global Equity
HMAF,HSBC MSCI AC FAR EAST EXJAPAN UCITSETF £,HSBC ETFS PLC,SP,HMAF.L,Global Equity
CASH,L&G-E FUND MSCI CHINA A,LEGAL & GENERAL UCITS ETF PLC,SP,CASH.L,Global Equity
MLPI,L&G US ENERGY INFRASTRUCTURE MLP,LEGAL & GENERAL UCITS ETF PLC,SP,MLPI.L,Alternatives
HEWD,HSBC ECONOMIC SCALE WORLDWIDE EQ UCITS $,HSBC ETFS PLC,SP,HEWD.L,Global Equity
HWWD,HSBC MULTI FACTOR WORLDWIDE EQ UCITS $,HSBC ETFS PLC,SP,HWWD.L,Global Equity
ROBO,ROBO GLOBAL ROB&AUTO GO UCITS ETF (USD),LEGAL & GENERAL UCITS ETF PLC,SP,ROBO.L,Global Equity
USPY,L&G ISE CYBER SECURITY GO UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,USPY.L,Alternatives
BCOM,L&G ALL COMMODITIES GO UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,BCOM.L,Alternatives
XAGS,L&G LNG DTD ALL COMMOD EX-AGRI&LIVESTCK,LEGAL & GENERAL UCITS ETF PLC,SP,XAGS.L,Alternatives
BATT,L&G BATTERY VALUE-CHAIN GO UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,BATT.L,Alternatives
ECOM,L&G ECOMMERCE LOGISTICS GO UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,ECOM.L,Alternatives
BIOT,L&G PHARMA BREAKTHROUGH GO UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,BIOT.L,Alternatives
IHYE,ISH $ HY CORP BOND UCITS ETF EUR HDG D,ISHARES II PLC,SP,IHYE.L,Fixed Income
EMHG,ISH JPM $ EM BOND ETF GBP-H D,ISHARES II PLC,SP,EMHG.L,Fixed Income
IUAE,ISH US AGG BOND ETF EUR-H ACC,ISHARES II PLC,SP,IUAE.L,Fixed Income
IUGA,ISH US AGG BOND ETF GBP-H D,ISHARES II PLC,SP,IUGA.L,Fixed Income
LGAP,L&G ASIA PACIFIC EX JAPAN EQ UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,LGAP.L,Global Equity
LGEU,L&G EUROPE EX UK EQUITY UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,LGEU.L,UK Equity
LGGL,L&G GLOBAL EQUITY UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,LGGL.L,Global Equity
LGJP,L&G JAPAN EQUITY UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,LGJP.L,Global Equity
LGUK,L&G UK EQUITY UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,LGUK.L,UK Equity
LGUS,L&G US EQUITY UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,LGUS.L,Global Equity
AIAI,LG ARTIFICIAL INTELLIGENCE ETF,LEGAL & GENERAL UCITS ETF PLC,SP,AIAI.L,Global Equity
GLUG,LG CLEAN WATER ETF,LEGAL & GENERAL UCITS ETF PLC,SP,GLUG.L,Global Equity
DOCT,LG HEALTHCARE BREAKTHROUGH UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,DOCT.L,Global Equity
RIEU,LG EU EQ (RESP. EXCL.) ETF,LEGAL & GENERAL UCITS ETF PLC,SP,RIEU.L,Global Equity
RIUS,LG US EQ (RESP. EXCL.) ETF,LEGAL & GENERAL UCITS ETF PLC,SP,RIUS.L,Global Equity
VFEM,VANGUARD FTSE EMERGING MARKETS UCITS ETF,VANGUARD FUNDS PLC,SP,VFEM.L,Global Equity
FKU,FT UNITED KINGDOM ALPHADEX UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FKU.L,UK Equity
FEM,FT EMERGING MARKETS ALPHADEX UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FEM.L,Global Equity
FEX,FT US LARGE CAP CORE ALPHADEX UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FEX.L,Global Equity
FEUZ,FIRST TRUST EUROZONE ALPHADEX UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FEUZ.L,Global Equity
