Mnemonic,Long Name,Issuer Name,Security Type,Ticker,Asset_Class
MVEX,LYX ETF FTSE EURO MINI VARIANCE ACC,MULTI UNITS LUXEMBOURG,SP,MVEX.L,Global Equity
FEDG,LYX ETF FED FUNDS US CASH ACC,MULTI UNITS LUXEMBOURG,SP,FEDG.L,Cash
CAPU,OSSIAM ETF SHILLER BARCLAYS CAPE US-GBP,OSSIAM LUX,SP,CAPU.L,Global Equity
UC98,UBSETF BLM BARC US LIQ CRP SUS USD A-DIS,UBS ETF,SP,UC98.L,Fixed Income
USIX,LYX ETF US LIQ IG CORP BDS DIS,LYXOR INDEX FUND,SP,USIX.L,Fixed Income
DEMP,WSDMTREE EMRGNG ASIA EQTY INC UCITS ETF,WISDOMTREE ISSUER ICAV,SP,DEMP.L,Global Equity
DXGG,WT GERMANY EQUITY UCITS ETF – USD HED,WISDOMTREE ISSUER ICAV,SP,DXGG.L,Global Equity
CXAP,UBSETF CMCI EX-AGRICULTURE USD,UBS ETFS PLC,SP,CXAP.L,Alternatives
DGRG,WT US QUAL DIV GROWTH UCITS ETF - USD,WISDOMTREE ISSUER ICAV,SP,DGRG.L,Global Equity
GGRG,WT GLBL QUAL DIV GROWTH UCITS ETF - USD,WISDOMTREE ISSUER ICAV,SP,GGRG.L,Global Equity
U71G,LYX CORE US TREASURIES 7-10Y (DR) ETF,MULTI UNITS LUXEMBOURG,SP,U71G.L,Fixed Income
EGRG,WISDOMTREE EZ QD GROW UCITS ETF-EUR ACC,WISDOMTREE ISSUER ICAV,SP,EGRG.L,Global Equity
U13G,LYX CORE US $ TREASURIES 1-3Y (DR) ETF,MULTI UNITS LUXEMBOURG,SP,U13G.L,Fixed Income
GGRP,WT GLOBAL QD GROWTH UCITS ETF - USD,WISDOMTREE ISSUER ICAV,SP,GGRP.L,Global Equity
EGRP,WISDOMTREE EZ QD GROW UCITS ETF-EUR,WISDOMTREE ISSUER ICAV,SP,EGRP.L,Global Equity
DGRP,WT US QD GROWTH UCITS ETF - USD,WISDOMTREE ISSUER ICAV,SP,DGRP.L,Global Equity
HEDS,WT EUROPE EQUITY UCITS ETF – USD HED ACC,WISDOMTREE ISSUER ICAV,SP,HEDS.L,Global Equity
DEMS,WT EM EI UCITS ETF - ACC,WISDOMTREE ISSUER ICAV,SP,DEMS.L,Global Equity
EEIP,WT EUROPE EQUITY INCOME UCITS ETF ACC,WISDOMTREE ISSUER ICAV,SP,EEIP.L,Global Equity
DFEP,WT SMCAP DIV - ACC,WISDOMTREE ISSUER ICAV,SP,DFEP.L,Global Equity
DHSP,WT US EQUITY INCOME UCITS ETF – ACC,WISDOMTREE ISSUER ICAV,SP,DHSP.L,Global Equity
STUB,LYX ETF BOFAML $ ST TERM HY BD DIS,LYXOR INDEX FUND,SP,STUB.L,Fixed Income
SP5L,LYXOR S&P 500 UCITS ETF - C-EUR,MULTI UNITS LUXEMBOURG,SP,SP5L.L,Global Equity
JPXG,LYX ETF JPXNIKKEI400(DR) ACC TH,MULTI UNITS LUXEMBOURG,SP,JPXG.L,Global Equity
USAL,LYXOR MSCI USA - DIST,MULTI UNITS FRANCE,SP,USAL.L,Global Equity
WLDL,LYXOR MSCI WORLD - DIST,MULTI UNITS FRANCE,SP,WLDL.L,Global Equity
CWEG,AMUNDI MSCI WORLD ENERGY,AMUNDI INDEX SOLUTIONS ,SP,CWEG.L,Alternatives
CWFG,AMUNDI MSCI WORLD FINANCIALS,AMUNDI INDEX SOLUTIONS ,SP,CWFG.L,Global Equity
BYBG,AMUNDI S&P 500 BUYBACK,AMUNDI INDEX SOLUTIONS ,SP,BYBG.L,Global Equity
LUXG,AMUNDI S&P GLOBAL LUXURY,AMUNDI INDEX SOLUTIONS ,SP,LUXG.L,Global Equity
GEND,LYXOR GLOBAL GENDER EQUALITY,LYXOR INDEX FUND,SP,GEND.L,Global Equity
SMRG,AMUNDI INDEX GLOBAL MULTI SMART BETA,AMUNDI INDEX SOLUTIONS ,SP,SMRG.L,Global Equity
CJ1G,AMUNDI INDEX MSCI JAPAN DR,AMUNDI INDEX SOLUTIONS ,SP,CJ1G.L,Global Equity
CP9G,AMUNDI INDEX MSCI PACIFIC EX JAPAN DR,AMUNDI INDEX SOLUTIONS ,SP,CP9G.L,Global Equity
UD07,UBS ETF BB COMMODITY CMCI USD A-A,UBS ETFS PLC,SP,UD07.L,Alternatives
LCAU,LYXOR MSCI CANADA UCITS ETF,MULTI UNITS LUXEMBOURG,SP,LCAU.L,Global Equity
LAUS,LYXOR AUSTRALIA (S&P/ASX 200) UCITS ETF,MULTI UNITS LUXEMBOURG,SP,LAUS.L,Global Equity
LCUD,LYXOR CORE MORNINGSTAR US (DR) UCITS ETF,MULTI UNITS LUXEMBOURG,SP,LCUD.L,Global Equity
LCWD,LYXOR CORE MSCI WORLD (DR) UCITS ETF,MULTI UNITS LUXEMBOURG,SP,LCWD.L,Global Equity
LCJD,LYXOR CORE MSCI JAPAN (DR) UCITS ETF,MULTI UNITS LUXEMBOURG,SP,LCJD.L,Global Equity
CSWG,AMUNDI MSCI SWITZERLAND,AMUNDI INDEX SOLUTIONS ,SP,CSWG.L,Global Equity
RS2G,AMUNDI RUSSELL 2000,AMUNDI INDEX SOLUTIONS ,SP,RS2G.L,Global Equity
500G,AMUNDI S&P 500,AMUNDI INDEX SOLUTIONS ,SP,500G.L,Global Equity
AASG,AMUNDI MSCI EM ASIA,AMUNDI INDEX SOLUTIONS ,SP,AASG.L,Global Equity
ALAG,AMUNDI MSCI EM LATIN AMERICA,AMUNDI INDEX SOLUTIONS ,SP,ALAG.L,Alternatives
LCAS,LYXOR MSCI EM ASIA UCITS ETF,MULTI UNITS LUXEMBOURG,SP,LCAS.L,Global Equity
CU2G,AMUNDI MSCI USA,AMUNDI INDEX SOLUTIONS ,SP,CU2G.L,Global Equity
CI2G,AMUNDI MSCI INDIA,AMUNDI INDEX SOLUTIONS ,SP,CI2G.L,Global Equity
CW8G,AMUNDI MSCI WORLD,AMUNDI INDEX SOLUTIONS ,SP,CW8G.L,Global Equity
CE9G,AMUNDI MSCI EASTERN EUROPE EX RUSSIA,AMUNDI INDEX SOLUTIONS ,SP,CE9G.L,Global Equity
CC1G,AMUNDI MSCI CHINA,AMUNDI INDEX SOLUTIONS ,SP,CC1G.L,Global Equity
AUEG,AMUNDI MSCI EMERGING MARKETS,AMUNDI INDEX SOLUTIONS ,SP,AUEG.L,Global Equity
TPXG,AMUNDI JAPAN TOPIX,AMUNDI INDEX SOLUTIONS ,SP,TPXG.L,Global Equity
ANXG,AMUNDI NASDAQ-100,AMUNDI INDEX SOLUTIONS ,SP,ANXG.L,Global Equity
PUTS,WT CBOE S&P 500 PUTW UCITS ETF - USD ACC,WISDOMTREE ISSUER ICAV,SP,PUTS.L,Global Equity
XGGB,XTRACKERS II GLOBAL GOVT BOND UCITS ETF,XTRACKERS II,SP,XGGB.L,Fixed Income
ACWL,LYXOR MSCI ALL COUNTRY WORLD,MULTI UNITS LUXEMBOURG,SP,ACWL.L,Global Equity
INTL,WISDOMTREE AI UCITS ETF � USD ACC,WISDOMTREE ISSUER ICAV,SP,INTL.L,Global Equity
NASL,LYXOR NASDAQ-100 UCITS ETF - ACC,MULTI UNITS LUXEMBOURG,SP,NASL.L,Global Equity
CRBU,LY COMMO THOMSON R/CORECOMMO CRB - ACC,MULTI UNITS LUXEMBOURG,SP,CRBU.L,Alternatives
CRNO,LY COMMO THOM R/CORECOMMO CRB X-NRJ -ACC,MULTI UNITS LUXEMBOURG,SP,CRNO.L,Alternatives
KLWD,WT CLOUD COMPUTING UCITS ETF USD ACC,WISDOMTREE ISSUER ICAV,SP,KLWD.L,Alternatives
ESRG,AMUNDI INDEX MSCI EUROP SRI UCITS ETF DR,AMUNDI INDEX SOLUTIONS ,SP,ESRG.L,Global Equity
MSRG,AMUNDI INDEX MSCI EM SRI UCITS ETF DR,AMUNDI INDEX SOLUTIONS ,SP,MSRG.L,Global Equity
PRUC,AMUNDI PRIME US CORPORATES UCITS ETF DR,AMUNDI INDEX SOLUTIONS ,SP,PRUC.L,Fixed Income
LESW,LYXOR MSCI WORLD ESG TREND LEADERS (DR),MULTI UNITS LUXEMBOURG,SP,LESW.L,Alternatives
LESU,LYXOR MSCI USA ESG TREND LEADERS (DR),MULTI UNITS LUXEMBOURG,SP,LESU.L,Alternatives
ESDG,AMUNDI INDEX MSCI EUROPE SRI UCITS ETF D,AMUNDI INDEX SOLUTIONS ,SP,ESDG.L,Global Equity
MSDG,AMUNDI INDEX MSCI EM SRI UCITS ETF D,AMUNDI INDEX SOLUTIONS ,SP,MSDG.L,Global Equity
FLWG,RIZE MED CANNABIS&LIFE SCI UCITS ETF,RIZE UCITS ICAV,SP,FLWG.L,Alternatives
CYBP,RIZE CYBER SEC & DATA PRIVACY UCITS ETF,RIZE UCITS ICAV,SP,CYBP.L,Alternatives
CHRG,WT BATTERY SOLUTIONS UCITS ETF - USD ACC,WISDOMTREE ISSUER ICAV,SP,CHRG.L,Alternatives
UNIC,LYXOR MSCI DISRUPTIVE TECHNOLOGY ESG,LYXOR INDEX FUND,SP,UNIC.L,Global Equity
GENY,LYXOR MSCI MILLENNIALS ESG,LYXOR INDEX FUND,SP,GENY.L,Global Equity
DIGE,LYXOR MSCI DIGITAL ECONOMY ESG FILTERED,LYXOR INDEX FUND,SP,DIGE.L,Global Equity
MOBI,LYXOR MSCI FUTURE MOBILITY ESG FILTERED,LYXOR INDEX FUND,SP,MOBI.L,Global Equity
IQCT,LYXOR MSCI SMART CITIES ESG FILTERED,LYXOR INDEX FUND,SP,IQCT.L,Global Equity
XMED,X MSCI EUROPE 1C,XTRACKERS,SP,XMED.L,Global Equity
XMJD,X MSCI JAPAN,XTRACKERS,SP,XMJD.L,Global Equity
XMUD,X MSCI USA SWAP,XTRACKERS,SP,XMUD.L,Global Equity
XMAD,X MSCI EM ASIA SWAP,XTRACKERS,SP,XMAD.L,Global Equity
XMMD,X MSCI EMERGING MARKETS SWAP,XTRACKERS,SP,XMMD.L,Global Equity
XMLD,X MSCI EM LATAM SWAP,XTRACKERS,SP,XMLD.L,Global Equity
XMTD,X MSCI TAIWAN,XTRACKERS,SP,XMTD.L,Global Equity
XNID,X NIFTY 50 SWAP,XTRACKERS,SP,XNID.L,Global Equity
XKSD,X MSCI KOREA,XTRACKERS,SP,XKSD.L,Global Equity
XX2D,X FTSE CHINA 50,XTRACKERS,SP,XX2D.L,Global Equity
XSPD,X S&P500 INVERSE DAILY SWAP,XTRACKERS,SP,XSPD.L,Global Equity
XGID,X S&P GLOBAL INFRA SWAP,XTRACKERS,SP,XGID.L,Global Equity
XAXD,X MSCI AC ASIA EX JAPAN SWAP $,XTRACKERS,SP,XAXD.L,Global Equity
XPXD,X MSCI PACIFIC EX JAPAN 1C,XTRACKERS,SP,XPXD.L,Global Equity
XGDD,X GLOBAL SELECT DIV 100 SWAP,XTRACKERS,SP,XGDD.L,Global Equity
XMES,X MSCI MEXICO $,XTRACKERS,SP,XMES.L,Global Equity
XSPU,X S&P500 SWAP $,XTRACKERS,SP,XSPU.L,Global Equity
LSPX,LYXOR ETF S&P 500 CLASS B £,MULTI UNITS LUXEMBOURG,SP,LSPX.L,Global Equity
XCS5,X MSCI INDIA SWAP $,XTRACKERS,SP,XCS5.L,Global Equity
XCS6,X MSCI CHINA 1C $,XTRACKERS,SP,XCS6.L,Global Equity
XMBD,X MSCI BRAZIL 1C,XTRACKERS,SP,XMBD.L,Global Equity
XMRD,X MSCI RUSSIA CAPPED SWAP 1C,XTRACKERS,SP,XMRD.L,Global Equity
XVTD,X FTSE VIETNAM SWAP $,XTRACKERS,SP,XVTD.L,Global Equity
XSFD,X S&P SELECT FRONTIER SWAP $,XTRACKERS,SP,XSFD.L,Global Equity
XCS3,X MSCI MALAYSIA 1C $,XTRACKERS,SP,XCS3.L,Global Equity
XCS4,X MSCI THAILAND 1C,XTRACKERS,SP,XCS4.L,Global Equity
XPHI,X MSCI PHILIPPINES 1C $,XTRACKERS,SP,XPHI.L,Global Equity
XIDD,X MSCI INDONESIA SWAP 1C,XTRACKERS,SP,XIDD.L,Global Equity
ASHR,X HARVEST CSI 300,XTRACKERS,SP,ASHR.L,Global Equity
SMTC,LYXOR SMART CASH UCITS ETF C-USD,LYXOR INDEX FUND,SP,SMTC.L,Cash
DXGY,WT GERMANY EQUITY UCITS ETF - EUR ACC,WISDOMTREE ISSUER ICAV,SP,DXGY.L,Global Equity
HEDF,WT EUROPE EQUITY UCITS ETF - EUR ACC,WISDOMTREE ISSUER ICAV,SP,HEDF.L,Global Equity
DXJZ,WT JAPAN EQUITY UCITS ETF - JPY ACC,WISDOMTREE ISSUER ICAV,SP,DXJZ.L,Global Equity
XBGG,X GLOBAL AGGREGATE SWAP GBP,XTRACKERS II,SP,XBGG.L,Fixed Income
INFL,LYX ETF EUR 2-10Y INFLA EXPEC ACC,MULTI UNITS LUXEMBOURG,SP,INFL.L,Fixed Income
INFU,LYX ETF US$ 10Y INFLA EXPEC ACC,MULTI UNITS LUXEMBOURG,SP,INFU.L,Fixed Income
TIPU,LYXOR CORE US TIPS,MULTI UNITS LUXEMBOURG,SP,TIPU.L,Fixed Income
GIL5,LYX CORE FTSE AC GILTS 0-5Y,MULTI UNITS LUXEMBOURG,SP,GIL5.L,Fixed Income
US37,LYX CORE $ T 3-7Y,MULTI UNITS LUXEMBOURG,SP,US37.L,Fixed Income
USHY,LYX ETF BOFAML $ HY DIS,LYXOR INDEX FUND,SP,USHY.L,Fixed Income
CRAU,LYX ETF COMMO CRB EX-AGRI ACC,MULTI UNITS LUXEMBOURG,SP,CRAU.L,Alternatives
TIPH,LYXOR CORE US TIPS MONTHLY HEDGED TO GBP,MULTI UNITS LUXEMBOURG,SP,TIPH.L,Fixed Income
CLIM,LYX ETF GREEN BOND (DR) ACC,MULTI UNITS LUXEMBOURG,SP,CLIM.L,Fixed Income
XGSI,X GLOBAL GOV BOND USD,XTRACKERS II,SP,XGSI.L,Fixed Income
BUOY,LYX ETF $ FLOATING RATE DIS,LYXOR INDEX FUND,SP,BUOY.L,Alternatives
XDAX,X DAX,XTRACKERS,SP,XDAX.L,Global Equity
XBLC,X EUR CORPORATE BOND,XTRACKERS II,SP,XBLC.L,Fixed Income
XHYG,X EUR HIGH YIELD CORP,XTRACKERS II,SP,XHYG.L,Fixed Income
L100,LYX ETF FTSE 100 ACC TH,MULTI UNITS LUXEMBOURG,SP,L100.L,UK Equity
100H,LYX ETF FTSE 100 MH USD ACC TH,MULTI UNITS LUXEMBOURG,SP,100H.L,UK Equity
KWEB,CSI CHINA INTERNET UCITS ETF USD,KRANESHARES ICAV,SP,KWEB.L,Global Equity
CRPX,LYXOR EURO CORPORATE BOND,MULTI UNITS LUXEMBOURG,SP,CRPX.L,Fixed Income
US10,LYX CORE US TREASURIES 10Y+ (DR) ETF,MULTI UNITS LUXEMBOURG,SP,US10.L,Fixed Income
YIEL,LYXOR BOFAML € HIGH YIELD EX-FIN BD,LYXOR INDEX FUND,SP,YIEL.L,Fixed Income
LEMB,LYXOR IBOXX $ LIQUID EM MARKETS SOV,LYXOR INDEX FUND,SP,LEMB.L,Fixed Income
UINE,LYXOR INVERSE US$ 10Y INFLATION EXP,MULTI UNITS LUXEMBOURG,SP,UINE.L,Fixed Income
GIST,LY GLOB INF-LNK 1-10Y BOND ETF-UNHDGD US,MULTI UNITS LUXEMBOURG,SP,GIST.L,Fixed Income
KBA,MSCI CHINA A SHARE UCITS ETF - CLASS USD,KRANESHARES ICAV,SP,KBA.L,Global Equity
STPU,LYXOR US CURVE STEEPENING 2-10 USD,MULTI UNITS LUXEMBOURG,SP,STPU.L,Alternatives
FLTU,LYXOR US CURVE FLATTENING 2-10 USD,MULTI UNITS LUXEMBOURG,SP,FLTU.L,Alternatives
TIPA,LYXOR CORE US TIPS (DR) UCITS ETF - ACC,MULTI UNITS LUXEMBOURG,SP,TIPA.L,Fixed Income
KESG,MSCI CHI ESG LDRS UCITS ETF - CLASS USD,KRANESHARES ICAV,SP,KESG.L,Global Equity
UHYS,LYXOR USD HI YIELD SUSTAINABLE EXP UCITS,LYXOR INDEX FUND,SP,UHYS.L,Global Equity
GHYU,LYXOR GLOB HIYIELD SUSTAINABLE EXP UCITS,LYXOR INDEX FUND,SP,GHYU.L,Global Equity
CLUS,LYXOR MSCI USA CLIMATE CHANGE,MULTI UNITS LUXEMBOURG,SP,CLUS.L,Global Equity
CLEU,LYXOR EUROPE CLIMATE CHANGE,MULTI UNITS LUXEMBOURG,SP,CLEU.L,Global Equity
KBND,BLOOMBERG CH BOND INC UCITS ETF CLASS $,KRANESHARES ICAV,SP,KBND.L,Fixed Income
GOVD,LY CORE GLOBAL GOV BOND £ UCITS ETF DIST,MULTI UNITS LUXEMBOURG,SP,GOVD.L,Fixed Income
UC13,UBS ETF-S&P 500(USD)A-DIS,UBS (IRL) ETF PLC,SP,UC13.L,Global Equity
UC07,UBS ETF-MSCI USA VALUE(USD)A-DIS,UBS (IRL) ETF PLC,SP,UC07.L,Global Equity
UC04,UBS ETF-MSCI USA (USD)A-DIS,UBS (IRL) ETF PLC,SP,UC04.L,Global Equity
UB99,BBG BAR EURO AREA LIQUID CORP EUR A-DIS,UBS ETF,SP,UB99.L,Fixed Income
UB89,UBS ETF MARKIT IBOXX E GERMANY 1-3 (EUR),UBS ETF,SP,UB89.L,Fixed Income
UB82,UBS ETF BLM BARC US 7-10YEAR TREASURY BD,UBS ETF,SP,UB82.L,Fixed Income
UB74,UBS ETF BLM BARC US 1-3 YEAR TREASURY BD,UBS ETF,SP,UB74.L,Fixed Income
UB69,UBS ETF MSCI EMU SMALL CAP (EUR) A-DIS,UBS ETF,SP,UB69.L,Global Equity
UB45,UBS ETF MSCI PACIFIC SOCIALLY RESPONSIBA,UBS ETF,SP,UB45.L,Global Equity
UB39,UBS ETF MSCI EMU SOCIALLY RESP UCITS,UBS ETF,SP,UB39.L,Global Equity
UB20,UBS ETF MSCI PACIFIC (EX JAPAN) (USD) A,UBS ETF,SP,UB20.L,Global Equity
UB02,UBS ETF MSCI JAPAN (JPY) A-DIS,UBS ETF,SP,UB02.L,Global Equity
UB17,UBS ETF MSCI EMU VALUE (EUR) A-DIS,UBS ETF,SP,UB17.L,Global Equity
UB06,UBS ETF MSCI EMU (EUR) A-DIS,UBS ETF,SP,UB06.L,Global Equity
UB32,UBS ETF MSCI EMERGING MARKETS (USD)A-DIS,UBS ETF,SP,UB32.L,Global Equity
UB23,UBS ETF MSCI CANADA (CAD) A-DIS,UBS ETF,SP,UB23.L,Global Equity
UB03,UBS ETF FTSE 100 (GBP) A-DIS,UBS ETF,SP,UB03.L,UK Equity
UB01,UBS ETF EURO STOXX 50 (EUR) A-DIS,UBS ETF,SP,UB01.L,Global Equity
UC15,UBS ETFS PLC - CMCI COMPOSITE SF USD A,UBS ETFS PLC,SP,UC15.L,Alternatives
DEM,WT EMERGING MARKETS EQUITY INCOME UCITS,WISDOMTREE ISSUER ICAV,SP,DEM.L,Global Equity
DGSE,WT EMERGING MARKETS SMALLCAP DIV UCITS,WISDOMTREE ISSUER ICAV,SP,DGSE.L,Global Equity
GDX,VANECK VECTORS GOLD MINERS A SHARES,VANECK VECTORS UCITS ETFS PLC,SP,GDX.L,Alternatives
GDXJ,VANECK VECTORS JNR GOLD MINERS A SHARES,VANECK VECTORS UCITS ETFS PLC,SP,GDXJ.L,Alternatives
CGB,X CHINA GOVERNMENT BOND,XTRACKERS II,SP,CGB.L,Fixed Income
MOAT,VANECK V MORNINGSTAR US WIDE MOAT UCTIS,VANECK VECTORS UCITS ETFS PLC,SP,MOAT.L,Global Equity
WCOG,WT ENHANCED COMMODITY UCITS ETF USD,WISDOMTREE ISSUER ICAV,SP,WCOG.L,Alternatives
WCOA,WT ENHANCED COMMODITY UCITS ETF USD ACC,WISDOMTREE ISSUER ICAV,SP,WCOA.L,Alternatives
EMLC,VANECK VECTORS JPM EM LOC CUR BD ETF,VANECK VECTORS UCITS ETFS PLC,SP,EMLC.L,Fixed Income
GAGG,AMUNDI INDEX BARCLAYS GLOBAL AGG 500M DR,AMUNDI ETF,SP,GAGG.L,Fixed Income
HAP,VAN ECK NATURAL RES A SHARES,VANECK VECTORS UCITS ETFS PLC,SP,HAP.L,Global Equity
PRF,VAN ECK PREFERRED US EQ A SHARES,VANECK VECTORS UCITS ETFS PLC,SP,PRF.L,Global Equity
USHF,SCIBETA HFE US EQUITY 6F EW,FUNDLOGIC ALTERNATIVES PLC,SP,USHF.L,Global Equity
EMHF,SCIBETA HFE EM EQUITY 6F EW,FUNDLOGIC ALTERNATIVES PLC,SP,EMHF.L,Global Equity
EHEF,SCI BETA HFE EUROPE EQUITY 6F EW,FUNDLOGIC ALTERNATIVES PLC,SP,EHEF.L,Global Equity
JHEF,SCIBETA HFE JAPAN EQUITY 6F,FUNDLOGIC ALTERNATIVES PLC,SP,JHEF.L,Global Equity
PHEF,SCIBETA HFE PACIFIC EX-JAP EQUITY,FUNDLOGIC ALTERNATIVES PLC,SP,PHEF.L,Global Equity
GFA,VE VECTORS GLOBAL FALLEN ANGEL HY BOND,VANECK VECTORS UCITS ETFS PLC,SP,GFA.L,Fixed Income
HYEM,VE VECTORS EMERGING MARKETS HY BOND,VANECK VECTORS UCITS ETFS PLC,SP,HYEM.L,Fixed Income
GDIG,VANECK VECTORS GLOBAL MINING UCITS ETF,VANECK VECTORS UCITS ETFS PLC,SP,GDIG.L,Alternatives
BGX,EXPAT BULGARIA SOFIX UCITS ETF,EXPAT ASSET MANAGEMENT EAD,SP,BGX.L,Global Equity
EMQQ,EMQQ EM INTERNET & ECOM UCITS ETF ACC,HANETF ICAV,SP,EMQQ.L,Global Equity
ITEK,HAN-GINS INNV TECHNOLOGIES UCITS ETF ACC,HANETF ICAV,SP,ITEK.L,Global Equity
SKYY,HAN-GINS CLOUD TECH UCITS ETF - ACC,HANETF ICAV,SP,SKYY.L,Global Equity
FXRU,RUSSIAN CORPORATE BOND UCITS ETF USD,FINEX FUNDS ICAV,SP,FXRU.L,Fixed Income
TGET,VANECK GLOBAL EQUAL WEIGHT UCITS ETF,VANECK VECTORS ETFS N.V.,SP,TGET.L,Global Equity
TRET,VANECK GLOBAL REAL ESTATE UCITS ETF,VANECK VECTORS ETFS N.V.,SP,TRET.L,Alternatives
TCBT,VANECK IBOXX EUR CORPORATES UCITS ETF,VANECK VECTORS ETFS N.V.,SP,TCBT.L,Fixed Income
TGBT,VANECK IBOXX EUR SOV 1-10 UCITS ETF,VANECK VECTORS ETFS N.V.,SP,TGBT.L,Fixed Income
VAAA,VANECK EUR SOV AAA-AA 1-5 UCITS ETF,VANECK VECTORS ETFS N.V.,SP,VAAA.L,Fixed Income
TSWE,VANECK VECTORS SUSTAINABLE WORLD EQUAL,VANECK VECTORS ETFS N.V.,SP,TSWE.L,Global Equity
TEET,VANECK EUROPEAN EQUAL WEIGHT UCITS ETF,VANECK VECTORS ETFS N.V.,SP,TEET.L,Global Equity
TNAE,VANECK MORNINGSTAR NA EW UCITS ETF,VANECK VECTORS ETFS N.V.,SP,TNAE.L,Global Equity
TDIV,VANECK MORNINGSTAR DM DIVIDEND UCITS ETF,VANECK VECTORS ETFS N.V.,SP,TDIV.L,Global Equity
ASIL,LY CHINA ENTERPRISE (HSCEI) UCITS ETF-AC,MULTI UNITS LUXEMBOURG,SP,ASIL.L,Global Equity
AEJ,LY MSCI AC ASIP EX-JAP UCITS ETF - ACC,MULTI UNITS LUXEMBOURG,SP,AEJ.L,Global Equity
KRW,LYXOR MSCI KOREA UCITS ETF - ACC,MULTI UNITS LUXEMBOURG,SP,KRW.L,Global Equity
TWND,LYXOR MSCI TAIWAN UCITS ETF - ACC,MULTI UNITS LUXEMBOURG,SP,TWND.L,Global Equity
CECL,LY MSCI EAST EUR EX RUS UCI ETF -ACC USD,MULTI UNITS LUXEMBOURG,SP,CECL.L,Global Equity
RIOL,LYXOR MSCI BRAZIL UCITS ETF - ACC GBX,MULTI UNITS LUXEMBOURG,SP,RIOL.L,Global Equity
LTMU,LY MSCI EM LATIN AME UCI ETF - ACC USD,MULTI UNITS LUXEMBOURG,SP,LTMU.L,Alternatives
MALU,LYXOR MSCI MALAYSIA UCITS ETF - ACC GBP,MULTI UNITS LUXEMBOURG,SP,MALU.L,Global Equity
AFSU,LY MSCI SOUTH AFRICA UCITS ETF - ACC USD,MULTI UNITS LUXEMBOURG,SP,AFSU.L,Global Equity
TURL,LYXOR MSCI TURKEY UCITS ETF - ACC GBX,MULTI UNITS LUXEMBOURG,SP,TURL.L,Global Equity
RUSL,LYXOR MSCI RUSSIA UCITS ETF - DIST GBX,MULTI UNITS LUXEMBOURG,SP,RUSL.L,Global Equity
WELL,HANGINS INDX HCARE INNOVATION UCTETF-ACC,HANETF ICAV,SP,WELL.L,Global Equity
KUW8,KMEFIC FTSE KUWAIT EQUITY UCITS ETF ACC,HANETF ICAV,SP,KUW8.L,Global Equity
ESPO,VANECK VECTORS VIDEO GAMING AND ESPO ETF,VANECK VECTORS UCITS ETFS PLC,SP,ESPO.L,Global Equity
CBDX,THE MED CANNABIS&WELLNESS UCITS ETF ACC,HANETF ICAV,SP,CBDX.L,Alternatives
USUF,SCIBETA HFI US EQ 6F EW (USD) ETF,FUNDLOGIC ALTERNATIVES PLC,SP,USUF.L,Global Equity
MDBG,UBS ETF SDBB GBP DIS,UBS ETF,SP,MDBG.L,Fixed Income
EUSR,UBS ETF EMU SRI GBP,UBS ETF,SP,EUSR.L,Global Equity
SRUG,UBS ETF MSCI USA SR H-GBP DIS,UBS (IRL) ETF PLC,SP,SRUG.L,Global Equity
SRIW,UBS ETF MSCI WORLD SR USD DIS,UBS (IRL) ETF PLC,SP,SRIW.L,Global Equity
SRWG,UBS ETF MSCI WORLD SR H-GBP DIS,UBS (IRL) ETF PLC,SP,SRWG.L,Global Equity
SRIU,UBS ETF MSCI USA SR USD DIS,UBS (IRL) ETF PLC,SP,SRIU.L,Global Equity
E127,COMSTAGE MSCI EMERGING MKTS UCITS ETF,COMSTAGE,SP,E127.L,Global Equity
GOAT,VANECK MORNINGSTAR GLOBAL WIDE MOAT ETF,VANECK VECTORS UCITS ETFS PLC,SP,GOAT.L,Global Equity
XGLE,X EUROZONE GOVERNMENT 1C,XTRACKERS II,SP,XGLE.L,Fixed Income
XUTD,X USD TREASURIES,XTRACKERS II,SP,XUTD.L,Fixed Income
XUT3,X USD TREASURIES 1-3,XTRACKERS II,SP,XUT3.L,Fixed Income
MINT,PIMCO US SHORT MATURITY UCITS USD IN,PIMCO ETFS PUBLIC LIMITED COMPANY,SP,MINT.L,Fixed Income
CUK,AMUNDI ETF MSCI UK UCITS ETF,AMUNDI ETF,SP,CUK.L,Global Equity
CS1,AMUNDI ETF MSCI SPAIN UCITS ETF,AMUNDI ETF,SP,CS1.L,Global Equity
CG1,AMUNDI ETF DAX UCITS ETF DR,AMUNDI ETF,SP,CG1.L,Global Equity
ANRJ,AMUNDI ETF MSCI EUROPE ENERGY UCITS ETF,AMUNDI ETF,SP,ANRJ.L,Alternatives
CH5,AMUNDI ETF MSCI EUROPE HEALTHCARE,AMUNDI ETF,SP,CH5.L,Global Equity
CB5,AMUNDI ETF MSCI EUROPE BANKS UCITS ETF,AMUNDI ETF,SP,CB5.L,Global Equity
QUID,PIMCO STERL SHORT MATURITY UCITS GBP IN,PIMCO ETFS PUBLIC LIMITED COMPANY,SP,QUID.L,Fixed Income
S6EW,OSSIAM STOXX EUROPE 600 EW NR ETF,OSSIAM LUX,SP,S6EW.L,Global Equity
EUMV,OSSIAM ISTOXX EURP MIN VAR NR ETF,OSSIAM LUX,SP,EUMV.L,Global Equity
