Mnemonic,Long Name,Issuer Name,Security Type,Ticker
VMVL,VANGUARD GLOBAL MIN VOLATILITY UCITS ETF,VANGUARD FUNDS PLC,SP,VMVL.L
HDEU,INVESCO EURO STOXX HIGH DIV LOW VOL ETF,INVESCO MARKETS III PLC,SP,HDEU.L
XRES,INVESCO REAL EST SP US SELECT SECTOR ETF,INVESCO MARKETS PLC,SP,XRES.L
XDWH,X MSCI WORLD HEALTH CARE,XTRACKERS (IE) PLC,SP,XDWH.L
XDWF,X MSCI WORLD FINANCIALS,XTRACKERS (IE) PLC,SP,XDWF.L
XDW0,X MSCI WORLD ENERGY,XTRACKERS (IE) PLC,SP,XDW0.L
XDWC,X MSCI WORLD CONSUMER DISC,XTRACKERS (IE) PLC,SP,XDWC.L
XDWU,X MSCI WORLD UTILITIES,XTRACKERS (IE) PLC,SP,XDWU.L
XWTS,X MSCI WORLD COM SERVICES,XTRACKERS (IE) PLC,SP,XWTS.L
XDWM,X MSCI WORLD MATERIALS,XTRACKERS (IE) PLC,SP,XDWM.L
XDWT,X MSCI WORLD INFO TECH,XTRACKERS (IE) PLC,SP,XDWT.L
XDWI,X MSCI WORLD INDUSTRIALS,XTRACKERS (IE) PLC,SP,XDWI.L
XDWS,X MSCI WORLD CONSUMER STAPL,XTRACKERS (IE) PLC,SP,XDWS.L
EMHD,INVESCO FTSE EM HDLV UCITS ETF,INVESCO MARKETS III PLC,SP,EMHD.L
CHIN,ICBCCS WISDOMTREE S&P CH 500 ETF B USD,ICBC CREDIT SUISSE UCITS ETF SICAV,SP,CHIN.L
HYFA,INVESCO US HY FALL ANGEL UCITS ETF,INVESCO MARKETS III PLC,SP,HYFA.L
CMOD,INVESCO BLOOMBERG COMMODITY UCITS ETF,INVESCO MARKETS PLC,SP,CMOD.L
FTEK,INVESCO KBW NASDAQ FINTECH UCITS ETF,INVESCO MARKETS PLC,SP,FTEK.L
PQVM,INVESCO S&P 500 QVM UCITS ETFSHARES,INVESCO MARKETS III PLC,SP,PQVM.L
MXUK,INVESCO MSCI EUROPE EX-UK UCITS ETF,INVESCO MARKETS PLC,SP,MXUK.L
PRFD,INVESCO PREFERRED SHARES UCITS ETF,INVESCO MARKETS II PLC,SP,PRFD.L
EQGB,INVESCO EQQQ NASDAQ 100 UCITS ETF £ HDG,INVESCO MARKETS III PLC,SP,EQGB.L
FAGB,INVESCO US HY FALL ANGEL UCITS ETF £ HDG,INVESCO MARKETS III PLC,SP,FAGB.L
VX5E,VANGUARD EUROSTOXX 50 UCITS ETF,VANGUARD FUNDS PLC,SP,VX5E.L
PUIG,INVESCO USD CORPORATE BOND UCITS ETF,INVESCO MARKETS II PLC,SP,PUIG.L
PEMD,INVESCO EMERG MKTS USD BD UCITS ETF,INVESCO MARKETS II PLC,SP,PEMD.L
RUSE,ITI RTS EQUITYUCITSETF SICAV - A (USD),ITI FUNDS UCITS ETF SICAV,SP,RUSE.L
RUSB,ITI RUSFOC USD EB UCITSETFSICAV-A (USD),ITI FUNDS UCITS ETF SICAV,SP,RUSB.L
XYLD,X IBOXX USD CORPORATE BOND YIELD PLUS,XTRACKERS (IE) PLC,SP,XYLD.L
XDWY,X MSCI WORLD HIGH DIV YIELD 1D,XTRACKERS (IE) PLC,SP,XDWY.L
XZW0,XTRACKERS MSCI WORLD ESG UCITS ETF,XTRACKERS (IE) PLC,SP,XZW0.L
XZMJ,XTRACKERS MSCI JAPAN ESG UCITS ETF,XTRACKERS (IE) PLC,SP,XZMJ.L
XZMU,XTRACKERS MSCI USA ESG UCITS ETF,XTRACKERS (IE) PLC,SP,XZMU.L
XZEU,XTRACKERS MSCI EUROPE ESG UCITS ETF,XTRACKERS (IE) PLC,SP,XZEU.L
UFLT,INVESCO USD FLOATING RATE NOTE UCITS ETF,INVESCO MARKETS II PLC,SP,UFLT.L
MSAU,INVESCO MSCI SAUDI ARABIA UCITS ETF,INVESCO MARKETS PLC,SP,MSAU.L
AT1,INVESCO AT1 CAPITAL BOND UCITS ETF,INVESCO MARKETS II PLC,SP,AT1.L
VDXX,VANGUARD DAX UCITS ETF,VANGUARD FUNDS PLC,SP,VDXX.L
EFIM,IVZ GS EQTY FCTR IDX EMG MKTS UCITS ETF,INVESCO MARKETS PLC,SP,EFIM.L
XLCS,IVZ COMMUNICATIONS US SECTOR UCITS ETF,INVESCO MARKETS PLC,SP,XLCS.L
AT1D,INVESCO AT1 CAPITAL BOND UCITS DIST,INVESCO MARKETS II PLC,SP,AT1D.L
AT1S,INVESCO AT1 CAPITAL BOND GBP HDG DIST,INVESCO MARKETS II PLC,SP,AT1S.L
VRPS,IVZ VARIABLE RATE PREFERRED SHARES ETF,INVESCO MARKETS II PLC,SP,VRPS.L
VPAC,IVZ VRP SHARES ETF ACC,INVESCO MARKETS II PLC,SP,VPAC.L
PRAC,IVZ PREFERRED SHARES ETF ACC,INVESCO MARKETS II PLC,SP,PRAC.L
USML,INVESCO S&P SMALLCAP 600 UCITS ETF,INVESCO MARKETS PLC,SP,USML.L
BCHN,IVZ ELWOOD BLOCKCHAIN UCITS ETF GBX,INVESCO MARKETS II PLC,SP,BCHN.L
SPXD,INVESCO S&P 500 UCITS ETF DIST,INVESCO MARKETS PLC,SP,SPXD.L
ESGW,IVZ MSCI WORLD ESG UNI SCREEN UCITS ETF,INVESCO MARKETS II PLC,SP,ESGW.L
ESGU,IVZ MSCI USA ESG UNI SCREEN UCITS ETF,INVESCO MARKETS II PLC,SP,ESGU.L
ESGE,IVZ MSCI EUR ESG UNI SCREEN UCITS ETF,INVESCO MARKETS II PLC,SP,ESGE.L
IQSA,IQS ESG GBL EQUITY MULTIFACTOR UCITS ETF,INVESCO MARKETS II PLC,SP,IQSA.L
MKUW,INVESCO MSCI KUWAIT UCITS ETF,INVESCO MARKETS PLC,SP,MKUW.L
XZEM,XTRACKERS MSCI EMERG. MKTS ESG UCITS ETF,XTRACKERS (IE) PLC,SP,XZEM.L
MXUD,INVESCO MSCI USA UCITS ETF DIST,INVESCO MARKETS PLC,SP,MXUD.L
PUIP,INVESCO USD CORP BOND UCITS ETF GBH DIST,INVESCO MARKETS II PLC,SP,PUIP.L
IGBE,IVZ GBP CORP BOND ESG UCITS ETF DIST,INVESCO MARKETS II PLC,SP,IGBE.L
SPXE,IVZ S&P 500 ESG UCITS ETF ACC,INVESCO MARKETS PLC,SP,SPXE.L
IGCB,IVZ GBP CORP BOND UCITS ETF DIST,INVESCO MARKETS II PLC,SP,IGCB.L
USMV,OSSIAM ETF US MINIMUM VARIANCE NR - USD,OSSIAM IRL ICAV,SP,USMV.L
G500,INVESCO S&P 500 UCITS ETF GBP HDG ACC,INVESCO MARKETS PLC,SP,G500.L
ISF,ISHARES CORE FTSE100 UCITS ETF GBP(DIST),ISHARES PLC,SP,ISF.L
EUN,ISHRS STOXX EUROPE 50 UCITS ETF EUR DIST,ISHARES II PLC,SP,EUN.L
EUE,ISHRS EURO STOXX 50 UCITS ETF EUR (DIST),ISHARES II PLC,SP,EUE.L
IUSA,ISHARES S&P 500 UCITS ETF USD (DIST),ISHARES PLC,SP,IUSA.L
SLXX,ISHARES CRE £ CORP BD UCITS ETF GBP DIST,ISHARES PLC,SP,SLXX.L
MIDD,ISHARES FTSE 250 UCITS ETF GBP (DIST),ISHARES PLC,SP,MIDD.L
DJMC,ISHARES EUR STOXX MID UCITS ETF EUR DIST,ISHARES PLC,SP,DJMC.L
DJSC,ISHARES EUR STOXX SML UCITS ETF EUR DIST,ISHARES PLC,SP,DJSC.L
IDVY,ISHARES EURO DIVIDEND UCITS ETF EUR DIST,ISHARES PLC,SP,IDVY.L
IDJV,ISHARES EUR VAL. LGE UCITS ETF EUR DIST,ISHARES PLC,SP,IDJV.L
IDJG,ISHARES EUR GWTH LGE UCITS ETF EUR DIST,ISHARES PLC,SP,IDJG.L
IAEX,ISHARES AEX UCITS ETF EUR (DIST),ISHARES PLC,SP,IAEX.L
IUKD,ISHARES UK DIVIDEND UCITS ETF GBP (DIST),ISHARES PLC,SP,IUKD.L
IPRP,ISHARES EURO PTY YLD UCITS ETF EUR DIST,ISHARES PLC,SP,IPRP.L
INAA,ISHS MSCI N.AMERICA UCITS ETF USD DIST,ISHARES PLC,SP,INAA.L
IEUX,ISHS MSCI EURO EX-UK UCITS ETF EUR DIST,ISHARES PLC,SP,IEUX.L
IBGS,ISHARES EUR GV BD 1-3 UCITS ETF EUR DIST,ISHARES PLC,SP,IBGS.L
IBTS,ISHARES $TRES.BD1-3YR UCITS ETF USD DIST,ISHARES PLC,SP,IBTS.L
INFR,ISHRS GLOBAL INFRA UCITS ETF USD (DIST),ISHARES II PLC,SP,INFR.L
IBGX,ISHRS EUR GOVT BOND 3-5YR ETF EUR (DIST),ISHARES II PLC,SP,IBGX.L
IBTM,ISHRS $ TREAS BOND 7-10YR ETF USD (DIST),ISHARES II PLC,SP,IBTM.L
IBGM,ISHRS E GOVT BOND 7-10YR ETF EUR (DIST),ISHARES II PLC,SP,IBGM.L
IBGL,ISHRS EUR GOVT BOND 15-30YR ETF EUR DIST,ISHARES II PLC,SP,IBGL.L
IGLT,ISHRS CORE UK GILTS UCITS ETF GBP (DIST),ISHARES II PLC,SP,IGLT.L
ITPS,ISHARES USD TIPS UCITS ETF USD (ACC),ISHARES II PLC,SP,ITPS.L
INXG,ISHRS £ INDX-LINKED GILTS ETF GBP (DIST),ISHARES II PLC,SP,INXG.L
IUSP,ISHRS US PROP YIELD UCITS ETF USD (DIST),ISHARES II PLC,SP,IUSP.L
IUKP,ISHARES UK PROPERTY UCITS ETF GBP (DIST),ISHARES II PLC,SP,IUKP.L
IMEU,ISHARES MSCI EUROPE UCITS ETF EUR (DIST),ISHARES II PLC,SP,IMEU.L
IMIB,ISHARES FTSE MIB UCITS ETF EUR DIST,ISHARES II PLC,SP,IMIB.L
INRG,ISHRS GLOBAL CLEAN ENERGY ETF USD (DIST),ISHARES II PLC,SP,INRG.L
WOOD,ISHRS GLBL TIMBER & FOREST ETF USD DIST,ISHARES II PLC,SP,WOOD.L
ISWD,ISHRS MSCI WRLD ISLMIC ETF USD (DIST),ISHARES II PLC,SP,ISWD.L
ISUS,ISHRS MSCI USA ISLMIC UCITS ETF USD DIST,ISHARES II PLC,SP,ISUS.L
ISP6,ISHRS S&P SMLL CAP 600 ETF USD (DIST),ISHARES III PLC,SP,ISP6.L
IGIL,ISHRS GLBL INFL LNKD GVT BND ETF USD ACC,ISHARES III PLC,SP,IGIL.L
IGLO,ISHRS GLOBAL GOVT BOND ETF USD (DIST),ISHARES III PLC,SP,IGLO.L
IBGE,ISHRS EUR GOVT BOND 0-1YR ETF EUR (DIST),ISHARES III PLC,SP,IBGE.L
IGLS,ISHRS UK GILTS 0-5YR ETF GBP (DIST),ISHARES III PLC,SP,IGLS.L
IBGY,ISHRS EUR GOVT BOND 5-7YR ETF EUR (DIST),ISHARES III PLC,SP,IBGY.L
IBGZ,ISHRS EUR GOVT BOND 10-15YR ETF EUR DIST,ISHARES III PLC,SP,IBGZ.L
SEGA,ISHRS CORE EUR GOVT BOND ETF EUR (DIST),ISHARES III PLC,SP,SEGA.L
IMEA,ISHARES MSCI EUROPE UCITS ETF EUR (ACC),ISHARES III PLC,SP,IMEA.L
IRSA,ISHRS MSCI SOUTH AFRICA ETF USD (ACC),ISHARES III PLC,SP,IRSA.L
IAUS,ISHRS MSCI AUST UCITS ETF USD (ACC),ISHARES III PLC,SP,IAUS.L
IHYG,ISHARES EUR H.YLD C.B UCITS ETF EUR DIST,ISHARES PLC,SP,IHYG.L
CUKS,ISHRS MSCI UK SMALL CAP ETF GBP (ACC),ISHARES VII PLC,SP,CUKS.L
CUSS,ISHRS MSCI USA SMALL CAP ETF USD (ACC),ISHARES VII PLC,SP,CUSS.L
CEUS,ISHRS MSCI EMU SMALL CAP ETF EUR (ACC),ISHARES VII PLC,SP,CEUS.L
CBU3,ISHRS USD TRSY BOND 1-3YR ETF USD (ACC),ISHARES VII PLC,SP,CBU3.L
CBU7,ISHRS USD TRSRY BOND 3-7YR ETF USD (ACC),ISHARES VII PLC,SP,CBU7.L
CBU0,ISHRS $ TRSRY BOND 7-10YR ETF USD (ACC),ISHARES VII PLC,SP,CBU0.L
CBE3,ISHRS EUR GOVT BOND 1-3YR  ETF EUR (ACC),ISHARES VII PLC,SP,CBE3.L
CE71,ISHRS EUR GOVT BOND 3-7YR ETF EUR (ACC),ISHARES VII PLC,SP,CE71.L
CE01,ISHRS EUR GOVT BOND 7-10YR ETF EUR (ACC),ISHARES VII PLC,SP,CE01.L
CSPX,ISHRS CORE S&P 500 UCITS ETF USD (ACC),ISHARES VII PLC,SP,CSPX.L
CSX5,ISHRS CORE EURO STOXX 50 ETF EUR (ACC),ISHARES VII PLC,SP,CSX5.L
CIND,ISHRS DOW JONES IND AVRG ETF USD (ACC),ISHARES VII PLC,SP,CIND.L
CNDX,ISHRS NASDAQ 100 UCITS ETF USD (ACC),ISHARES VII PLC,SP,CNDX.L
CUKX,ISHRS FTSE 100 UCITS ETF GBP (ACC),ISHARES VII PLC,SP,CUKX.L
CMB1,ISHARES FTSE MIB UCITS ETF EUR (ACC),ISHARES VII PLC,SP,CMB1.L
CSUK,ISHRS MSCI UK UCITS ETF GBP (ACC),ISHARES VII PLC,SP,CSUK.L
CSUS,ISHRS MSCI USA UCITS ETF USD (ACC),ISHARES VII PLC,SP,CSUS.L
CEU,ISHRS MSCI EMU UCITS ETF EUR (ACC),ISHARES VII PLC,SP,CEU.L
IJPE,ISHRS MSCI JAPAN EUR HEDGED ETF (ACC),ISHARES V PLC,SP,IJPE.L
IWDE,ISHRS MSCI WORLD EUR HEDGED ETF (ACC),ISHARES V PLC,SP,IWDE.L
IGWD,ISHRS MSCI WORLD GBP HEDGED ETF (ACC),ISHARES V PLC,SP,IGWD.L
IUSE,ISHRS S&P 500 EUR HEDGED ETF (ACC),ISHARES V PLC,SP,IUSE.L
IGUS,ISHRS S&P 500 GBP HEDGED ETF (ACC),ISHARES V PLC,SP,IGUS.L
IESG,ISHR DW JNES EUR SUST SCRNED ETF EUR ACC,ISHARES II PLC,SP,IESG.L
IGSU,ISHR DW JNES GLB SUST SCRNED ETF USD ACC,ISHARES II PLC,SP,IGSU.L
IFRB,ISHRS FRANCE GVT BND ETF EUR (DIST),ISHARES V PLC,SP,IFRB.L
SDEU,ISHRS GERMANY GVT BND ETF EUR (DIST),ISHARES V PLC,SP,SDEU.L
SAAA,ISHRS GLOBAL AAA-AA GVT BND ETF USD DIST,ISHARES VI PLC,SP,SAAA.L
MVUS,ISHRS EDGE S&P 500 MIN VOL ETF USD (ACC),ISHARES VI PLC,SP,MVUS.L
IMV,ISHRS EDGE MSCI EURP MIN VOL ETF EUR ACC,ISHARES VI PLC,SP,IMV.L
QDIV,ISHRS MSCI USA QLTY DIV UCITS ETF $ DIST,ISHARES II PLC,SP,QDIV.L
ISFR,ISHS MSCI FRANCE UCITS ETF EUR (ACC),ISHARES IV PLC,SP,ISFR.L
IEQU,ISHS EDGE MSCI EUR QLT FAC UCITS ETF ACC,ISHARES IV PLC,SP,IEQU.L
IEMO,ISHS EDG MSCI EUR MOMN FAC UCITS ETF ACC,ISHARES IV PLC,SP,IEMO.L
IEVL,ISHS EDGE MSCI EUR VAL FAC UCITS ETF ACC,ISHARES IV PLC,SP,IEVL.L
IESZ,ISHS EDGE MSCI EUROPE SIZE FAC UCITS ACC,ISHARES IV PLC,SP,IESZ.L
IDTL,ISHS $ TRSRY BD 20+YR UCITS ETF USD DIST,ISHARES IV PLC,SP,IDTL.L
BACK,ISHS US EQTY BYBCK ACHIEV UCITS ETF(ACC),ISHARES IV PLC,SP,BACK.L
UKRE,ISHRS MSCI TRGT UK REAL EST ETF GBP DIST,ISHARES III PLC,SP,UKRE.L
EUXS,ISHS MSCI EUR EX-UK £ HDG UCITS ETF DIST,ISHARES PLC,SP,EUXS.L
EMUU,ISHRS MSCI EMU USD HEDGED ETF (ACC),ISHARES VII PLC,SP,EMUU.L
IFSU,ISHS EDGE MSCI USA MULTIFAC ETF USD ACC,ISHARES IV PLC,SP,IFSU.L
IFSW,ISHS EDGE MSCI WRLD MULTIFAC ETF USD ACC,ISHARES IV PLC,SP,IFSW.L
IFSE,ISHS EDGE MSCI EUR MULTIFAC UCITS ETFACC,ISHARES IV PLC,SP,IFSE.L
IUCD,ISHRS S&P 500 CON DISC SECT ETF USD ACC,ISHARES V PLC,SP,IUCD.L
IUES,ISHRS S&P 500 ENERGY SECT ETF USD (ACC),ISHARES V PLC,SP,IUES.L
IUFS,ISHRS S&P 500 FIN SECT ETF USD (ACC),ISHARES V PLC,SP,IUFS.L
IUIT,ISHRS S&P 500 INF TECH SECT ETF USD ACC,ISHARES V PLC,SP,IUIT.L
IUHC,ISHRS S&P 500 HEALTH CR SECT ETF USD ACC,ISHARES V PLC,SP,IUHC.L
IMBS,ISHS US MTGE BKD SEC UCITS EFT USD DIST,ISHARES IV PLC,SP,IMBS.L
SUAS,ISHS MSCI USA SRI UCITS ETF USD ACC,ISHARES IV PLC,SP,SUAS.L
IUSZ,ISHARES EDGE MSCI USA SIZE FACTOR,ISHARES IV PLC,SP,IUSZ.L
IUQA,ISHARES EDGE MSCI USA QUALITY FACTOR,ISHARES IV PLC,SP,IUQA.L
IUVL,ISHARES EDGE MSCI USA VALUE FACTOR,ISHARES IV PLC,SP,IUVL.L
IUMO,ISHARES EDGE MSCI USA MOMENTUM FACTOR,ISHARES IV PLC,SP,IUMO.L
OMXS,ISHARES OMX STOCKHOLM CAPPED UCITS ETF,ISHARES IV PLC,SP,OMXS.L
LQDA,ISHARES $ CORP BOND UCITS ETF USD (ACC),ISHARES PLC,SP,LQDA.L
EMID,IS MSCI EUR MID CAP ETF EUR (DIST),ISHARES VI PLC,SP,EMID.L
EQDS,IS EUROPE QUALITY DIVIDEND EUR (DIST),ISHARES II PLC,SP,EQDS.L
ICOM,ISHARES DIVERSIFIED COMM SWP UCITS ETF,ISHARES VI PLC,SP,ICOM.L
GILE,ISH GLBL INF LINK GOV BND EUR HGD (DIST),ISHARES III PLC,SP,GILE.L
DTLE,ISH $ TRSRY BOND 20+ YR UCITS € HGD DIST,ISHARES IV PLC,SP,DTLE.L
SUSW,ISHARES MSCI WLD SRI UCITS EUR (ACC),ISHARES IV PLC,SP,SUSW.L
SUWS,ISHARES MSCI WLD SRI UCITS USD (ACC),ISHARES IV PLC,SP,SUWS.L
RBOD,ISHARES AUTOMAT & RBOT UCITS USD (DIST),ISHARES IV PLC,SP,RBOD.L
BTEC,ISHARES NASDAQ US BIOTEC UCITS USD (ACC),ISHARES IV PLC,SP,BTEC.L
ISFD,ISHARES COR FTSE 100 UCITS USD HDG (ACC),ISHARES PLC,SP,ISFD.L
HYLA,ISHARES GL HYLD CRP BOND UCITS USD (ACC),ISHARES PLC,SP,HYLA.L
IGLA,ISHARES GL GOVT BOND UCITS USD (ACC),ISHARES III PLC,SP,IGLA.L
IUQD,ISH USA QUALITY ETF USD DIST,ISHARES IV PLC,SP,IUQD.L
IUVD,ISH USA VALUE ETF USD DIST,ISHARES IV PLC,SP,IUVD.L
IUMD,ISH USA MOMENTUM ETF USD DIST,ISHARES IV PLC,SP,IUMD.L
UFSD,ISH USA MULTIFACTOR ETF USD DIST,ISHARES IV PLC,SP,UFSD.L
SPMD,ISH SP500 MIN VOL ETF USD DIST,ISHARES VI PLC,SP,SPMD.L
IEQD,ISH EUROPE QUALITY ETF EUR DIST,ISHARES IV PLC,SP,IEQD.L
IEDL,ISH EUROPE VALUE ETF EUR DIST,ISHARES IV PLC,SP,IEDL.L
IEMD,ISH EUROPE MOMENTUM ETF EUR DIST,ISHARES IV PLC,SP,IEMD.L
IFSD,ISH EUROPE MULTIFACTOR ETF EUR DIST,ISHARES IV PLC,SP,IFSD.L
MVED,ISH EUROPE MIN VOL ETF EUR DIST,ISHARES VI PLC,SP,MVED.L
ITPG,ISH $ TIPS ETF GBP HDG ACC,ISHARES II PLC,SP,ITPG.L
TI5G,ISH $ TIPS 0-5 ETF GBP HDG DIST,ISHARES II PLC,SP,TI5G.L
IGLH,ISH GLOB GOVT BOND ETF GBP-H D,ISHARES III PLC,SP,IGLH.L
IBTE,ISH $ TRES 1-3Y ETF EUR-H ACC,ISHARES PLC,SP,IBTE.L
IBTG,ISH $ TRES 1-3Y ETF GBP-H DIST,ISHARES PLC,SP,IBTG.L
SPEH,ISH SPAIN GVT BOND UCITS ETF USD HG ACC,ISHARES V PLC,SP,SPEH.L
ITEH,ISH ITALY GVT BOND UCITS ETF USD HG ACC,ISHARES V PLC,SP,ITEH.L
DTLA,ISH $ T BND 20+YR ETF USD ACC,ISHARES IV PLC,SP,DTLA.L
BNKS,ISH SP US BANKS ETF USD ACC,ISHARES V PLC,SP,BNKS.L
CEUG,ISH MSCI EMU UCITS ETF GBP HG DIS,ISHARES VII PLC,SP,CEUG.L
EMGA,ISH JPM LOC EM GOVT BND ETF USD ACC,ISHARES III PLC,SP,EMGA.L
IGAA,ISH E ASIA LOCAL GOVT BND ETF USD ACC,ISHARES III PLC,SP,IGAA.L
GAAA,ISH GLB AAA-AA GVT BND ETF USD ACC,ISHARES VI PLC,SP,GAAA.L
GSPX,ISH S&P500 UCITS ETF GBP-H DIST,ISHARES VII PLC,SP,GSPX.L
LOCK,ISH DGTL SEC UCITS ETF,ISHARES IV PLC,SP,LOCK.L
OPEN,ISH RE INCL / DIVERSITY ETF,ISHARES IV PLC,SP,OPEN.L
IUCM,ISH SP500 COMMS UCITS ETF,ISHARES V PLC,SP,IUCM.L
EMSA,ISH JPM ESG $EM BOND ETF-A,ISHARES II PLC,SP,EMSA.L
EMES,ISH JPM ESG $EM BOND ETF-D,ISHARES II PLC,SP,EMES.L
ROLL,ISH BBG ROLL SELECT SWAP CMDT ETF,ISHARES VI PLC,SP,ROLL.L
SAEM,ISH MSCI EM IMI USD-A,ISHARES IV PLC,SP,SAEM.L
SEDM,ISH MSCI EM IMI USD-D,ISHARES IV PLC,SP,SEDM.L
SAUM,ISH MSCI EMU ESG-GBP-A,ISHARES IV PLC,SP,SAUM.L
SMUD,ISH MSCI EMU ESG-GBP-D,ISHARES IV PLC,SP,SMUD.L
SAEU,ISH MSCI EU ESG GBP-A,ISHARES IV PLC,SP,SAEU.L
SDUE,ISH MSCI EU ESG GBP-D,ISHARES IV PLC,SP,SDUE.L
SASU,ISH MSCI USA ESG USD-A,ISHARES IV PLC,SP,SASU.L
SDUS,ISH MSCI USA ESG USD-D,ISHARES IV PLC,SP,SDUS.L
SAWD,ISH MSCI WORLD ESG USD-A,ISHARES IV PLC,SP,SAWD.L
SDWD,ISH MSCI WORLD ESG USD-D,ISHARES IV PLC,SP,SDWD.L
SAJP,ISH MSCI JAP ESG USD-A,ISHARES IV PLC,SP,SAJP.L
SDJP,ISH MSCI JAP ESG USD-D,ISHARES IV PLC,SP,SDJP.L
SHLD,ISH DGTL SEC USD-D,ISHARES IV PLC,SP,SHLD.L
SUSU,ISHARES $ CORP BOND ESG 0-3YR UCITS ETF,ISHARES II PLC,SP,SUSU.L
EMVL,ISH MSCI EM VALUE USD-ACC,ISHARES IV PLC,SP,EMVL.L
IBTU,ISH $ TR BND 0-1YR U-D,ISHARES PLC,SP,IBTU.L
IB01,ISH $ TR BND 0-1YR U-A,ISHARES PLC,SP,IB01.L
ECAR,ISH ELEC V DRIV TECH U-A,ISHARES IV PLC,SP,ECAR.L
WMVG,ISH EDG MSCI WRD MIN V GBP,ISHARES VI PLC,SP,WMVG.L
IGTM,ISH $ TBILLS 7-10YR GBP HEDGED DIS,ISHARES II PLC,SP,IGTM.L
CBUG,ISH $ TBILLS 3-7YR GBP HEDGED DIS,ISHARES VII PLC,SP,CBUG.L
EMUD,ISH MSCI EMU ESG ENH EUR D,ISHARES IV PLC,SP,EMUD.L
EEJD,ISH MSCI JPN ESG ENH USD D,ISHARES IV PLC,SP,EEJD.L
EEDS,ISH MSCI USA ESG ENH USD D,ISHARES IV PLC,SP,EEDS.L
EEWD,ISH MSCI WRLD ESG ENH USD D,ISHARES IV PLC,SP,EEWD.L
EEUD,ISH MSCI EUROPE ESG ENH EUR D,ISHARES IV PLC,SP,EEUD.L
IKSA,ISH MSCI SA CAP USD A,ISHARES III PLC,SP,IKSA.L
EEDM,ISH MSCI EM USG E USD D,ISHARES IV PLC,SP,EEDM.L
GHYG,ISH GHY CORP BND GBP H D,ISHARES PLC,SP,GHYG.L
IKSD,ISH MSCI SA C USD D,ISHARES III PLC,SP,IKSD.L
SGSU,ISH $ CB 0-3 ESG U GBP H D,ISHARES II PLC,SP,SGSU.L
SUOG,ISH € CB ESG GBP H D,ISHARES II PLC,SP,SUOG.L
FEUI,FIDELITY EUROPE QUAL INC UCITS ETF - INC,FIDELITY UCITS ICAV,SP,FEUI.L
FEME,FIDELITY EM QUAL INCOME UCITS ETF - INC,FIDELITY UCITS ICAV,SP,FEME.L
GOVP,ISH $ TSY BND UCITS GBP HDGED,ISHARES PLC,SP,GOVP.L
DHYA,ISH $HY CB ESG A,ISHARES II PLC,SP,DHYA.L
EDG2,ISH MSCI EM ESG ACC,ISHARES IV PLC,SP,EDG2.L
EGMW,ISH MSCI WORLD ESG ACC,ISHARES IV PLC,SP,EGMW.L
IDTG,ISH $TSY 20+ GBP HG DIST,ISHARES IV PLC,SP,IDTG.L
UESD,ISH GBP U B ESD D,ISHARES IV PLC,SP,UESD.L
HSEU,HSBC EUROPE SUSTAINABLE EQUITY ETF,HSBC ETFS PLC,SP,HSEU.L
HSJD,HSBC JAPAN SUSTAINABLE EQUITY ETF,HSBC ETFS PLC,SP,HSJD.L
HSUD,HSBC USA SUSTAINABLE EQUITY ETF,HSBC ETFS PLC,SP,HSUD.L
HSWD,HSBC DEV WORLD SUSTAINABLE EQUITY ETF,HSBC ETFS PLC,SP,HSWD.L
MVEE,IS EDG EUR MNVL ESG €A,ISHARES VI PLC,SP,MVEE.L
MVEW,IS EDG WD MNVL ESG $A,ISHARES VI PLC,SP,MVEW.L
MVEA,IS EDG US MNVL ESG $A,ISHARES VI PLC,SP,MVEA.L
TRSY,SPDR BBARC US TREAS BOND ETF,SSGA SPDR ETFS EUROPE I PLC,SP,TRSY.L
USAG,SPDR BBARC US AGG BOND UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,USAG.L
EMAD,SPDR MSCI EM ASIA UCITS ETF $,SSGA SPDR ETFS EUROPE I PLC,SP,EMAD.L
EMSD,SPDR MSCI EMRG MRKTS SM CAP UCITS ETF $,SSGA SPDR ETFS EUROPE I PLC,SP,EMSD.L
EMRD,SPDR MSCI EMERGING MARKETS UCITS ETF $,SSGA SPDR ETFS EUROPE I PLC,SP,EMRD.L
IMID,SPDR MSCI ACWI IMI UCITS ETF $,SSGA SPDR ETFS EUROPE I PLC,SP,IMID.L
ACWD,SPDR MSCI ACWI UCITS ETF $,SSGA SPDR ETFS EUROPE I PLC,SP,ACWD.L
EMDD,SPDR BBARC EM LOCAL BOND UCITS $,SSGA SPDR ETFS EUROPE I PLC,SP,EMDD.L
USDV,SPDR S&P US DIVIDEND ARISTOCRATS UCITETF,SSGA SPDR ETFS EUROPE I PLC,SP,USDV.L
EMDV,SPDR S&P EMERGING MARKETS DVDND UCIT ETF,SSGA SPDR ETFS EUROPE I PLC,SP,EMDV.L
SPY4,SPDR S&P 400 US MID CAP UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,SPY4.L
JNKE,SPDR BBARC EURO HY BOND UCITS,SSGA SPDR ETFS EUROPE I PLC,SP,JNKE.L
UKDV,SPDR S&P UK DIVIDEND ARISTOCRAT UCIT ETF,SSGA SPDR ETFS EUROPE I PLC,SP,UKDV.L
