Mnemonic,Long Name,Issuer Name,Security Type,Ticker,Asset_Class,Geography
XDUK,X FTSE 100,XTRACKERS,SP,XDUK.L,UK Equity,UK
XD5E,X MSCI EMU,XTRACKERS,SP,XD5E.L,Global Equity,Europe
XDJP,X NIKKEI 225,XTRACKERS,SP,XDJP.L,Global Equity,Japan
XMUJ,X MSCI JAPAN USD,XTRACKERS,SP,XMUJ.L,Global Equity,US
XDDX,X DAX INCOME,XTRACKERS,SP,XDDX.L,Global Equity,Europe
XBAK,X MSCI PAKISTAN SWAP,XTRACKERS,SP,XBAK.L,Global Equity,Global
XCHA,X CSI300 SWAP 1C,XTRACKERS,SP,XCHA.L,Global Equity,China
XMBR,X MSCI BRAZIL 1C,XTRACKERS,SP,XMBR.L,Global Equity,Emerging Markets
XMRC,X MSCI RUSSIA CAPPED SWAP 1C,XTRACKERS,SP,XMRC.L,Global Equity,Emerging Markets
XFVT,X FTSE VIETNAM SWAP,XTRACKERS,SP,XFVT.L,Global Equity,Global
XSFR,X S&P SELECT FRONTIER SWAP,XTRACKERS,SP,XSFR.L,Global Equity,US
XMID,X MSCI INDONESIA SWAP 1C,XTRACKERS,SP,XMID.L,Global Equity,Global
XCX3,X MSCI MALAYSIA 1C,XTRACKERS,SP,XCX3.L,Global Equity,Global
XCX4,X MSCI THAILAND 1C,XTRACKERS,SP,XCX4.L,Global Equity,Global
XPHG,X MSCI PHILIPPINES 1C £,XTRACKERS,SP,XPHG.L,Global Equity,Global
XMAF,X MSCI AFRICA TOP 50 SWAP,XTRACKERS,SP,XMAF.L,Global Equity,Emerging Markets
XMJG,X MSCI JAPAN GBP,XTRACKERS,SP,XMJG.L,Global Equity,UK
RQFI,X HARVEST CSI 300,XTRACKERS,SP,RQFI.L,Global Equity,China
XEOU,X MSCI EUROPE USD,XTRACKERS,SP,XEOU.L,Global Equity,US
XD5D,X MSCI EMU USD,XTRACKERS,SP,XD5D.L,Global Equity,US
XD5S,X MSCI EMU GBP,XTRACKERS,SP,XD5S.L,Global Equity,UK
AH50,X HARVEST CHINA A-H 50,XTRACKERS,SP,AH50.L,Global Equity,China
HMAD,HSBC MSCI AC FAR EAST EXJAPAN UCITSETF $,HSBC ETFS PLC,SP,HMAD.L,Global Equity,Japan
CASE,L&G-E FUND MSCI CHINA A,LEGAL & GENERAL UCITS ETF PLC,SP,CASE.L,Global Equity,China
MLPX,L&G US ENERGY INFRASTRUCTURE MLP,LEGAL & GENERAL UCITS ETF PLC,SP,MLPX.L,Alternatives,US
HEWA,HSBC ECONOMIC SCALE WORLDWIDE EQ UCITS £,HSBC ETFS PLC,SP,HEWA.L,Global Equity,Global
HWWA,HSBC MULTI FACTOR WORLDWIDE EQ UCITS £,HSBC ETFS PLC,SP,HWWA.L,Global Equity,Global
ROBG,ROBO GLOBAL ROB&AUTO GO UCITS ETF (GBP),LEGAL & GENERAL UCITS ETF PLC,SP,ROBG.L,Global Equity,UK
ISPY,L&G ISE CYBER SECURITY GO UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,ISPY.L,Alternatives,Global
SMBS,ISHS US MTGE BKD SEC UCITS EFT USD DIST,ISHARES IV PLC,SP,SMBS.L,Fixed Income,US
BCOG,L&G ALL COMMODITIES GO UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,BCOG.L,Alternatives,Global
XAGG,L&G LNG DTD ALL COMMOD EX-AGRI&LIVESTCK,LEGAL & GENERAL UCITS ETF PLC,SP,XAGG.L,Alternatives,Global
BATG,L&G BATTERY VALUE-CHAIN GO UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,BATG.L,Alternatives,Global
ECOG,L&G ECOMMERCE LOGISTICS GO UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,ECOG.L,Alternatives,Global
BIGT,L&G PHARMA BREAKTHROUGH GO UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,BIGT.L,Alternatives,Global
LGAG,L&G ASIA PACIFIC EX JAPAN EQ UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,LGAG.L,Global Equity,Japan
LGEG,L&G EUROPE EX UK EQUITY UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,LGEG.L,UK Equity,UK
LGGG,L&G GLOBAL EQUITY UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,LGGG.L,Global Equity,Global
LGJG,L&G JAPAN EQUITY UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,LGJG.L,Global Equity,Japan
LGUG,L&G US EQUITY UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,LGUG.L,Global Equity,US
AIAG,LG ARTIFICIAL INTELLIGENCE ETF,LEGAL & GENERAL UCITS ETF PLC,SP,AIAG.L,Global Equity,Global
GLGG,LG CLEAN WATER ETF,LEGAL & GENERAL UCITS ETF PLC,SP,GLGG.L,Global Equity,Global
DOCG,LG HEALTHCARE BREAKTHROUGH UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,DOCG.L,Global Equity,Global
RIEG,LG EU EQ (RESP. EXCL.) ETF,LEGAL & GENERAL UCITS ETF PLC,SP,RIEG.L,Global Equity,Global
RIUG,LG US EQ (RESP. EXCL.) ETF,LEGAL & GENERAL UCITS ETF PLC,SP,RIUG.L,Global Equity,US
VDEM,VANGUARD FTSE EMERGING MARKETS UCITS ETF,VANGUARD FUNDS PLC,SP,VDEM.L,Global Equity,Emerging Markets
FEXU,FT US LARGE CAP CORE ALPHADEX UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FEXU.L,Global Equity,US
FEMU,FIRST TRUST EM ALPHADEX UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FEMU.L,Global Equity,Emerging Markets
FTEU,FIRST TRUST EUROZONE ALPHADEX UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FTEU.L,Global Equity,Europe
FJPU,FIRST TRUST JAPAN ALPHADEX UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FJPU.L,Global Equity,Japan
LEGR,FIRST TRUST INNOVATIVE TECH UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,LEGR.L,Global Equity,Global
FDNU,FT DOW JONES INTERNET UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FDNU.L,Global Equity,US
SKYU,FIRST TRUST CLOUD COMPUTING UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,SKYU.L,Alternatives,Global
BBUS,JPM BETABUILDERS US EQUITY UCITS ETF ACC,JPMORGAN ETFS (IRELAND) ICAV,SP,BBUS.L,Global Equity,US
BBUD,JPM BETABUILDERS US EQUITY UCITS ETF DIS,JPMORGAN ETFS (IRELAND) ICAV,SP,BBUD.L,Global Equity,US
BBTR,JPM BETABUILDERS US TREASURY BOND ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,BBTR.L,Fixed Income,US
BBEG,JPM BETABUILDERS EUR GOVT BOND ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,BBEG.L,Fixed Income,Europe
JPGL,JPM GLOBAL EQUITY MULTIFACTOR UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JPGL.L,Global Equity,Global
JPUS,JPM US EQUITY MULTI-FACTOR UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JPUS.L,Global Equity,US
BBIL,JPM US TREASURY BOND 0-1YR UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,BBIL.L,Fixed Income,US
JMBA,JPM USD EM SOV BD UCITS ETF ACC,JPMORGAN ETFS (IRELAND) ICAV,SP,JMBA.L,Fixed Income,US
JGHY,JPM GLOBAL HY CORP BOND MF UCITS ETF ACC,JPMORGAN ETFS (IRELAND) ICAV,SP,JGHY.L,Fixed Income,Global
FCBR,FIRSTTRUSTNASDAQCYBERSECURITYUCITS,FIRST TRUST GLOBAL FUNDS PLC,SP,FCBR.L,Alternatives,US
FBT,FIRSTTRUSTNYSEARCABIOTECHUCITS,FIRST TRUST GLOBAL FUNDS PLC,SP,FBT.L,Global Equity,Global
IDFX,ISHARES CHINA LGE CAP UCITS ETF USD DIST,ISHARES PLC,SP,IDFX.L,Global Equity,US
IDWR,ISHARES MSCI WORLD UCITS ETF USD (DIST),ISHARES PLC,SP,IDWR.L,Global Equity,US
IDEM,ISHARES MSCI EM UCITS ETF USD (DIST),ISHARES PLC,SP,IDEM.L,Global Equity,US
IDKO,ISHARES MSCI KOREA UCITS ETF USD (DIST),ISHARES PLC,SP,IDKO.L,Global Equity,US
IDBZ,ISHARES MSCI BRAZIL UCITS ETF USD (DIST),ISHARES PLC,SP,IDBZ.L,Global Equity,US
IDTW,ISHARES MSCI TAIWAN UCITS ETF USD (DIST),ISHARES PLC,SP,IDTW.L,Global Equity,US
IDFF,ISHARES MSCI AC FE X-JP UCITS ETF $ DIST,ISHARES PLC,SP,IDFF.L,Global Equity,Global
IDEE,ISHARES MSCI E.EUR CAP UCITS ETF $ DIST,ISHARES PLC,SP,IDEE.L,Global Equity,Europe
IDAP,ISHARES ASIA PAC. DIV UCITS ETF USD DIST,ISHARES PLC,SP,IDAP.L,Global Equity,US
IDAR,ISHRS ASIA PROPERTY YIELD ETF USD (DIST),ISHARES II PLC,SP,IDAR.L,Alternatives,US
IDWP,ISHRS DEV MRKTS PROP YIELD ETF USD DIST,ISHARES II PLC,SP,IDWP.L,Alternatives,US
IDIN,ISHRS GLOBAL INFRA UCITS ETF USD (DIST),ISHARES II PLC,SP,IDIN.L,Global Equity,US
IDTK,ISHARES MSCI TURKEY UCITS ETF USD (DIST),ISHARES II PLC,SP,IDTK.L,Global Equity,US
IDPE,ISHRS LISTED PRIVATE EQUITY ETF USD DIST,ISHARES II PLC,SP,IDPE.L,Global Equity,US
DH2O,ISHRS GLOBAL WATER UCITS ETF USD (DIST),ISHARES II PLC,SP,DH2O.L,Global Equity,US
DBRC,ISHARES BRIC 50 UCITS ETF USD (DIST),ISHARES II PLC,SP,DBRC.L,Global Equity,US
DLTM,ISHRS MSCI EM LATIN AM ETF USD (DIST),ISHARES II PLC,SP,DLTM.L,Alternatives,US
SEMB,ISHRS J.P. MORGAN $ EM BOND ETF USD DIST,ISHARES II PLC,SP,SEMB.L,Fixed Income,US
IDJP,ISHRS MSCI JPN SMALL CAP ETF USD (DIST),ISHARES III PLC,SP,IDJP.L,Global Equity,US
AUCP,L&G GOLD MINING UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,AUCP.L,Alternatives,Global
RTWP,L&G RUSSELL 2000 US SMALL CAP GO UCITS,LEGAL & GENERAL UCITS ETF PLC,SP,RTWP.L,Global Equity,US
IEBC,ISHRS CORE EUR CORP BOND ETF EUR (DIST),ISHARES III PLC,SP,IEBC.L,Fixed Income,Europe
SPXJ,ISHRS MSCI PACIFIC EX-JPN  ETF USD DIST,ISHARES III PLC,SP,SPXJ.L,Global Equity,US
DL2P,L&G DAX DAILY 2X LONG GO UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,DL2P.L,Alternatives,Europe
DS2P,L&G DAX DAILY 2X SHORT GO UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,DS2P.L,Alternatives,Europe
SWDA,ISHRS CORE MSCI WORLD ETF USD (ACC),ISHARES III PLC,SP,SWDA.L,Global Equity,US
SEMA,ISHARES MSCI EM UCITS ETF USD (ACC),ISHARES III PLC,SP,SEMA.L,Global Equity,US
SJPA,ISHRS CORE MSCI JAPAN IMI ETF USD (ACC),ISHARES III PLC,SP,SJPA.L,Global Equity,US
SE15,ISHARES EUR CORP BOND 1-5YR ETF EUR DIST,ISHARES III PLC,SP,SE15.L,Fixed Income,Europe
SSXF,ISHRS £ CORP BOND EX-FIN ETF GBP (DIST),ISHARES III PLC,SP,SSXF.L,Fixed Income,UK
CMFP,L&G LONGER DATED ALL COMMODITIES,LEGAL & GENERAL UCITS ETF PLC,SP,CMFP.L,Alternatives,Global
CPJ1,ISHRS CORE MSCI PACFC EX-JPN ETF USD ACC,ISHARES VII PLC,SP,CPJ1.L,Global Equity,US
CSCA,ISHRS MSCI CANADA UCITS ETF USD (ACC),ISHARES VII PLC,SP,CSCA.L,Global Equity,US
CSJP,ISHRS MSCI JAPAN UCITS ETF USD (ACC),ISHARES VII PLC,SP,CSJP.L,Global Equity,US
CRU1,ISHRS MSCI RUSSIA ADR/GDR ETF USD (ACC),ISHARES VII PLC,SP,CRU1.L,Global Equity,US
CMX1,ISHRS MSCI MEXICO CAPPED ETF USD (ACC),ISHARES VII PLC,SP,CMX1.L,Global Equity,US
CEA1,ISHRS MSCI EM ASIA UCITS ETF USD (ACC),ISHARES VII PLC,SP,CEA1.L,Global Equity,US
HBRL,HSBC MSCI BRAZIL UCITS ETF $,HSBC ETFS PLC,SP,HBRL.L,Global Equity,Emerging Markets
HTRD,HSBC MSCI TURKEY UCITS ETF $,HSBC ETFS PLC,SP,HTRD.L,Global Equity,Global
SPOL,ISHARES MSCI POLAND UCITS ETF USD (ACC),ISHARES V PLC,SP,SPOL.L,Global Equity,US
ES15,ISHARES £ CORP BD 0-5 UCITS ETF GBP DIST,ISHARES PLC,SP,ES15.L,Fixed Income,UK
SEML,ISHRS EM LOCAL GOVT BOND ETF USD (DIST),ISHARES III PLC,SP,SEML.L,Fixed Income,US
SUAG,ISHRS US AGG BOND UCITS ETF USD (DIST),ISHARES II PLC,SP,SUAG.L,Fixed Income,US
SHYU,ISHRS $ HIGH YIELD CRP BND ETF USD DIST,ISHARES II PLC,SP,SHYU.L,Fixed Income,US
SPOG,ISHRS OIL & GAS EXPL & PROD ETF USD ACC,ISHARES V PLC,SP,SPOG.L,Alternatives,US
SPAG,ISHARES AGRIBUSINESS UCITS ETF USD (ACC),ISHARES V PLC,SP,SPAG.L,Global Equity,US
SPGP,ISHRS GOLD PRODUCERS ETF USD (ACC),ISHARES V PLC,SP,SPGP.L,Alternatives,US
SSAC,ISHRS MSCI ACWI UCITS ETF USD (ACC),ISHARES V PLC,SP,SSAC.L,Global Equity,US
SEDY,ISHRS EM DIVIDEND UCITS ETF USD (DIST),ISHARES V PLC,SP,SEDY.L,Global Equity,US
SGEA,ISHRS EMR ASIA LCAL GVT BND ETF USD DIST,ISHARES III PLC,SP,SGEA.L,Fixed Income,US
EMCP,ISHRS $ EM CORP BOND UCITS ETF USD DIST,ISHARES V PLC,SP,EMCP.L,Fixed Income,US
CORP,ISHARES GLBL CORP BND UCITS ETF USD DIST,ISHARES PLC,SP,CORP.L,Fixed Income,US
HYLD,ISHARES GLBL HY CP BD UCITS ETF USD DIST,ISHARES PLC,SP,HYLD.L,Fixed Income,US
EMMV,ISHRS EDGE MSCI EM MIN VOL ETF USD (ACC),ISHARES VI PLC,SP,EMMV.L,Global Equity,US
MVOL,ISHRS EDGE MSCI WRLD MINVOL ETF USD ACC,ISHARES VI PLC,SP,MVOL.L,Global Equity,US
LQDG,ISHRS $ CRP BND INT RATE HDG USD (DIST),ISHARES PLC,SP,LQDG.L,Fixed Income,US
IGSD,ISHS $ SHORT DUR CORP BOND ETF USD(DIST),ISHARES IV PLC,SP,IGSD.L,Fixed Income,US
SDHG,ISHS $ SHRT DUR HY CRP BD ETF USD (DIST),ISHARES IV PLC,SP,SDHG.L,Fixed Income,US
ERNU,ISHS $ ULTRASHORT BD UCITS ETF USD DIST,ISHARES IV PLC,SP,ERNU.L,Fixed Income,US
ERN1,ISHS EUR ULTRASHORT BD UCITS ETF (DIST),ISHARES IV PLC,SP,ERN1.L,Fixed Income,Europe
EIMI,ISHARES CORE EM IMI UCITS ETF USD (ACC),ISHARES PLC,SP,EIMI.L,Global Equity,US
IWFQ,ISHS EDGE MSCI WRLD QLTY FAC ETF USD ACC,ISHARES IV PLC,SP,IWFQ.L,Global Equity,US
IWFM,ISHS EDGE MSCI WLD MMNT FACT ETF USD ACC,ISHARES IV PLC,SP,IWFM.L,Global Equity,US
IWFV,ISHS EDGE MSCI WRL VAL FCT UCITS ETF ACC,ISHARES IV PLC,SP,IWFV.L,Global Equity,Global
IWFS,ISHS EDGE MSCI WLD SIZE FCT ETF USD ACC,ISHARES IV PLC,SP,IWFS.L,Global Equity,US
IASH,ISHS MSCI CHINA A UCITS ETF USD (ACC),ISHARES IV PLC,SP,IASH.L,Global Equity,US
ISRL,ISHS TA-35 ISRAEL UCITS ETF USD ACC,ISHARES IV PLC,SP,ISRL.L,Global Equity,US
RISE,ISHS FLLN ANGELS HY CRP BD UCITS ETF DIS,ISHARES IV PLC,SP,RISE.L,Fixed Income,Global
LQDS,ISHARES $ CORP BOND UCITS ETF USD (DIST),ISHARES PLC,SP,LQDS.L,Fixed Income,US
SUES,ISHS MSCI EM SRI UCITS ETF USD ACC,ISHARES IV PLC,SP,SUES.L,Global Equity,US
RBTX,ISHS AUTO & ROBOTICS UCITS ETF USD (ACC),ISHARES IV PLC,SP,RBTX.L,Alternatives,US
AGES,ISHS AGEING POPULATON UCITS ETF USD(ACC),ISHARES IV PLC,SP,AGES.L,Global Equity,US
DRDR,ISHS HEALTHCARE INNVTION UCITS ETF ACC,ISHARES IV PLC,SP,DRDR.L,Global Equity,Global
DGIT,ISHS DIGITALISATION UCITS ETF USD (ACC),ISHARES IV PLC,SP,DGIT.L,Global Equity,US
SUJA,ISHARES MSCI JAPAN SRI UCITS ETF,ISHARES IV PLC,SP,SUJA.L,Global Equity,Japan
IISU,ISHRS SP500 INDUS SCTR UCITS ETF USD ACC,ISHARES V PLC,SP,IISU.L,Global Equity,US
IMSU,ISHRS SP500 MAT SCTR UCITS ETF USD ACC,ISHARES V PLC,SP,IMSU.L,Global Equity,US
ICSU,IS SP500 CON STPL SCTR UCITS ETF USD ACC,ISHARES V PLC,SP,ICSU.L,Global Equity,US
IUSU,ISH SP500 UTILIT SCTR UCITS ETF USD ACC,ISHARES V PLC,SP,IUSU.L,Global Equity,US
TP05,ISHARES $ TIPS 0-5 UCITS ETF,ISHARES II PLC,SP,TP05.L,Fixed Income,US
WQDS,IS WORLD QUALITY DIVIDEND USD (DIST),ISHARES II PLC,SP,WQDS.L,Global Equity,US
FLO5,ISHARES $ FLOATING RATE BOND UCITS,ISHARES II PLC,SP,FLO5.L,Alternatives,Global
JPEE,ISHARES J.P. MORGAN $ EM BOND UCITS,ISHARES II PLC,SP,JPEE.L,Fixed Income,Emerging Markets
HYEA,ISHARES GL HYLD CRP BOND UCITS USD (ACC),ISHARES PLC,SP,HYEA.L,Fixed Income,US
AGGG,ISH GLOBAL AGG BOND ETF USD DIST,ISHARES III PLC,SP,AGGG.L,Fixed Income,US
IWVG,ISH WORLD VALUE ETF GBP DIST,ISHARES IV PLC,SP,IWVG.L,Global Equity,UK
WLDS,ISH MSCI WLD SMALL CAP UCITS ETF ACC GBP,ISHARES III PLC,SP,WLDS.L,Global Equity,UK
NDIA,ISH MSCI INDIA UCITS ETF USD ACC,ISHARES IV PLC,SP,NDIA.L,Global Equity,US
HMCA,HSBC MSCI CHINA A INCLUSION UCITS ETF,HSBC ETFS PLC,SP,HMCA.L,Global Equity,China
HMSA,HSBC MSCI SA ARA 20/35 C,HSBC ETFS PLC,SP,HMSA.L,Global Equity,Global
SPEP,IVZ S&P 500 ESG UCITS ETF ACC,INVESCO MARKETS PLC,SP,SPEP.L,Global Equity,US
LGCU,INVESCO COMMODITY COMPOSIT UCITS ETF,INVESCO MARKETS PLC,SP,LGCU.L,Alternatives,Global
VUSD,VANGUARD S&P 500 UCITS ETF,VANGUARD FUNDS PLC,SP,VUSD.L,Global Equity,US
VWRD,VANGUARD FTSE ALL-WORLD UCITS ETF,VANGUARD FUNDS PLC,SP,VWRD.L,Global Equity,Global
VDJP,VANGUARD FTSE JAPAN UCITS ETF,VANGUARD FUNDS PLC,SP,VDJP.L,Global Equity,Japan
VDPX,VANGUARD FTSE DEV ASIAPAC XJPN UCITS ETF,VANGUARD FUNDS PLC,SP,VDPX.L,Global Equity,Asia Pacific
VHYD,VANGUARD FTSE WRLD HI DIV YLD UCITS ETF,VANGUARD FUNDS PLC,SP,VHYD.L,Global Equity,Global
MLPQ,INVESCO MORN* US ENERGY INFRA MLP ETF A,INVESCO MARKETS PLC,SP,MLPQ.L,Alternatives,US
MLPP,INVESCO MORN* US ENERGY INFRA MLP ETF B,INVESCO MARKETS PLC,SP,MLPP.L,Alternatives,US
XLFQ,INVESCO FINANCIAL S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLFQ.L,Global Equity,US
XLKQ,INVESCO TECHNOLOG S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLKQ.L,Global Equity,US
EFIS,INVESCO GOLDMAN SACHS EFI WORLD UCIT ETF,INVESCO MARKETS PLC,SP,EFIS.L,Alternatives,Global
X7PP,INVESCO STOXX EUR 600 OPT BANKS UCIT ETF,INVESCO MARKETS PLC,SP,X7PP.L,Global Equity,Europe
MXWS,INVESCO MSCI WORLD UCITS ETF,INVESCO MARKETS PLC,SP,MXWS.L,Global Equity,Global
SPXP,INVESCO S&P 500 UCITS ETF,INVESCO MARKETS PLC,SP,SPXP.L,Global Equity,US
XLYP,INVESCO CONS DISC S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLYP.L,Global Equity,US
XLPP,INVESCO CONS STAP S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLPP.L,Global Equity,US
XLEP,INVESCO ENERGY S&P US SECTOR UCITS ETF,INVESCO MARKETS PLC,SP,XLEP.L,Alternatives,US
XLVP,INVESCO HLTH CARE S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLVP.L,Global Equity,US
XLIP,INVESCO INDUSTRIA S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLIP.L,Global Equity,US
XLBP,INVESCO MATERIALS S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLBP.L,Global Equity,US
XLUP,INVESCO UTILITIES S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLUP.L,Global Equity,US
XD9U,X MSCI USA,XTRACKERS (IE) PLC,SP,XD9U.L,Global Equity,US
XWLD,X MSCI WORLD 1C,XTRACKERS (IE) PLC,SP,XWLD.L,Global Equity,Global
XDWE,X S&P 500 EQUAL WEIGHT,XTRACKERS (IE) PLC,SP,XDWE.L,Global Equity,US
S400,INVESCO JPX-NIKKEI 400 UCITS ETF,INVESCO MARKETS PLC,SP,S400.L,Global Equity,Japan
VDEV,VANGUARD FTSE DEVELOPED WORLD UCITS ETF,VANGUARD FUNDS PLC,SP,VDEV.L,Global Equity,Global
VDNR,VANGUARD FTSE NORTH AMERICA UCITS ETF,VANGUARD FUNDS PLC,SP,VDNR.L,Global Equity,US
SBUY,INVESCO GLOBAL BUYBACK ACHIEVERS UCITS E,INVESCO MARKETS III PLC,SP,SBUY.L,Global Equity,Global
EQQU,INVESCO EQQQ NASDAQ 100 UCITS ETF,INVESCO MARKETS III PLC,SP,EQQU.L,Global Equity,US
PRUS,INVESCO FTSE RAFI US 1000 UCITS ETF,INVESCO MARKETS III PLC,SP,PRUS.L,Global Equity,US
XRSG,X RUSSELL 2000,XTRACKERS (IE) PLC,SP,XRSG.L,Global Equity,US
XRSS,X RUSSELL MIDCAP,XTRACKERS (IE) PLC,SP,XRSS.L,Global Equity,US
HDLG,INVESCO S&P 500 HIGH DIV LOW VOL ETF,INVESCO MARKETS III PLC,SP,HDLG.L,Global Equity,US
XDNS,X JPX NIKKEI 400,XTRACKERS (IE) PLC,SP,XDNS.L,Global Equity,Japan
MXFP,INVESCO MSCI EMERGING MARKETS UCITS ETF,INVESCO MARKETS PLC,SP,MXFP.L,Global Equity,Emerging Markets
VDMV,VANGUARD GLOBAL MIN VOLATILITY UCITS ETF,VANGUARD FUNDS PLC,SP,VDMV.L,Global Equity,Global
VDVA,VANGUARD GLOBAL VALUE FACTOR UCITS ETF,VANGUARD FUNDS PLC,SP,VDVA.L,Global Equity,Global
VDMO,VANGUARD GLBL MOMENTUM FACTOR UCITS ETF,VANGUARD FUNDS PLC,SP,VDMO.L,Global Equity,Global
VDLQ,VANGUARD GLBL LIQUIDITY FACTOR UCITS ETF,VANGUARD FUNDS PLC,SP,VDLQ.L,Cash,Cash
EUHD,INVESCO EURO STOXX HIGH DIV LOW VOL ETF,INVESCO MARKETS III PLC,SP,EUHD.L,Global Equity,Europe
SMEU,INVESCO MSCI EUROPE UCITS ETF,INVESCO MARKETS PLC,SP,SMEU.L,Global Equity,Europe
HDEM,INVESCO FTSE EM HDLV UCITS ETF,INVESCO MARKETS III PLC,SP,HDEM.L,Global Equity,Emerging Markets
CHIP,ICBCCS WISDOMTREE S&P CH 500 B USD(GBP),ICBC CREDIT SUISSE UCITS ETF SICAV,SP,CHIP.L,Global Equity,UK
CHIC,ICBCCS WISDOMTREE S&P CH 500 B USD(CNY),ICBC CREDIT SUISSE UCITS ETF SICAV,SP,CHIC.L,Global Equity,US
FAHY,INVESCO US HY FALL ANGEL UCITS ETF,INVESCO MARKETS III PLC,SP,FAHY.L,Fixed Income,US
CMOP,INVESCO BLOOMBERG COMMODITY UCITS ETF,INVESCO MARKETS PLC,SP,CMOP.L,Alternatives,Global
PQVG,INVESCO S&P 500 QVM UCITS ETF,INVESCO MARKETS III PLC,SP,PQVG.L,Global Equity,US
XMMS,X MSCI EMERGING MARKETS,XTRACKERS (IE) PLC,SP,XMMS.L,Global Equity,Emerging Markets
MSAP,INVESCO MSCI SAUDI ARABIA UCITS ETF,INVESCO MARKETS PLC,SP,MSAP.L,Global Equity,Global
PRFP,INVESCO PREFERRED SHARES UCITS ETF DIST,INVESCO MARKETS II PLC,SP,PRFP.L,Global Equity,Global
UFLP,INVESCO USD FLOATING RATE NOTE UCITS ETF,INVESCO MARKETS II PLC,SP,UFLP.L,Alternatives,US
AT1P,INVESCO AT1 CAPITAL BOND UCITS ETF,INVESCO MARKETS II PLC,SP,AT1P.L,Fixed Income,Global
EFEP,IVZ GS EQTY FCTR IDX EMG MKTS UCITS ETF,INVESCO MARKETS PLC,SP,EFEP.L,Global Equity,Emerging Markets
XLCP,IVZ COMMUNICATIONS US SECTOR UCITS ETF,INVESCO MARKETS PLC,SP,XLCP.L,Global Equity,US
BCHS,IVZ ELWOOD BLOCKCHAIN UCITS ETF GBX,INVESCO MARKETS II PLC,SP,BCHS.L,Alternatives,Global
ESGG,IVZ MSCI WORLD ESG UNI SCREEN UCITS ETF,INVESCO MARKETS II PLC,SP,ESGG.L,Global Equity,Global
ESGS,IVZ MSCI USA ESG UNI SCREEN UCITS ETF,INVESCO MARKETS II PLC,SP,ESGS.L,Global Equity,US
XREP,INVESCO REAL ESTATE US SECTOR UCITS ETF,INVESCO MARKETS PLC,SP,XREP.L,Alternatives,US
LUMV,OSSIAM ETF US MINIMUM VARIANCE NR - GBX,OSSIAM IRL ICAV,SP,LUMV.L,Global Equity,US
XESJ,X MSCI ESG JAPAN,XTRACKERS (IE) PLC,SP,XESJ.L,Global Equity,Japan
XESU,X MSCI ESG USA,XTRACKERS (IE) PLC,SP,XESU.L,Global Equity,US
XESW,X MSCI ESG WORLD,XTRACKERS (IE) PLC,SP,XESW.L,Global Equity,Global
XESE,X MSCI EMERGING MARKETS ESG ETF,XTRACKERS (IE) PLC,SP,XESE.L,Global Equity,Emerging Markets
IDUS,ISHARES S&P 500 UCITS ETF USD (DIST),ISHARES PLC,SP,IDUS.L,Global Equity,US
IDNA,ISHS MSCI N.AMERICA UCITS ETF USD DIST,ISHARES PLC,SP,IDNA.L,Global Equity,US
IDBT,ISHARES $TRES.BD1-3YR UCITS ETF USD DIST,ISHARES PLC,SP,IDBT.L,Global Equity,US
