Mnemonic,Long Name,Issuer Name,Security Type,Ticker,Asset_Class,Geography
LEUR,WISDOMTREE LONG EUR SHORT USD,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LEUR.L,Alternatives,US
LJPY,WISDOMTREE LONG JPY SHORT USD,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LJPY.L,Alternatives,US
SGBP,WISDOMTREE SHORT GBP LONG USD,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SGBP.L,Alternatives,UK
SEUR,WISDOMTREE SHORT EUR LONG USD,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SEUR.L,Alternatives,US
SJPY,WISDOMTREE SHORT JPY LONG USD,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SJPY.L,Alternatives,US
SGBS,WISDOMTREE PHYSICAL SWISS GOLD,WISDOMTREE METAL SECURITIES ,SP,SGBS.L,Alternatives,Global
CMCI,UBS ETC(UBS BBG CMCI COMPOSITE IDX)USD,UBS AG,SP,CMCI.L,Alternatives,US
LCNY,WISDOMTREE LONG CNY SHORT USD,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LCNY.L,Alternatives,US
SCNY,WISDOMTREE SHORT CNY LONG USD,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SCNY.L,Alternatives,US
GBCH,WISDOMTREE LONG CHF SHORT GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,GBCH.L,Alternatives,UK
CHGB,WISDOMTREE SHORT CHF LONG GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,CHGB.L,Alternatives,UK
GBUR,WISDOMTREE LONG EUR SHORT GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,GBUR.L,Alternatives,UK
URGB,WISDOMTREE SHORT EUR LONG GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,URGB.L,Alternatives,UK
GBJP,WISDOMTREE LONG JPY SHORT GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,GBJP.L,Alternatives,UK
JPGB,WISDOMTREE SHORT JPY LONG GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,JPGB.L,Alternatives,UK
GBUS,WISDOMTREE LONG USD SHORT GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,GBUS.L,Alternatives,UK
USGB,WISDOMTREE SHORT USD LONG GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,USGB.L,Alternatives,UK
XGLD,XTRACKERS PHYSICAL GOLD ETC,DB ETC PLC,SP,XGLD.L,Alternatives,Global
XSIL,XTRACKERS PHYSICAL SILVER ETC,DB ETC PLC,SP,XSIL.L,Alternatives,Global
XCT9,XTRACKERS WTI CRUDE OIL OPTIMUM YIELD ET,DB ETC INDEX PLC,SP,XCT9.L,Alternatives,Global
XPAL,XTRACKERS PHYSICAL PALLADIUM ETC,DB ETC PLC,SP,XPAL.L,Alternatives,Global
XPLA,XTRACKERS PHYSICAL PLATINUM ETC,DB ETC PLC,SP,XPLA.L,Alternatives,Global
LGB3,WISDOMTREE LONG GBP SHORT USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LGB3.L,Alternatives,UK
LJP3,WISDOMTREE LONG JPY SHORT USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LJP3.L,Alternatives,US
LEU3,WISDOMTREE LONG EUR SHORT USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LEU3.L,Alternatives,US
SGB3,WISDOMTREE SHORT GBP LONG USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SGB3.L,Alternatives,UK
SJP3,WISDOMTREE SHORT JPY LONG USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SJP3.L,Alternatives,US
SEU3,WISDOMTREE SHORT EUR LONG USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SEU3.L,Alternatives,US
USP3,WISDOMTREE LONG USD SHORT GBP 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,USP3.L,Alternatives,UK
EUP3,WISDOMTREE LONG EUR SHORT GBP 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,EUP3.L,Alternatives,UK
PUS3,WISDOMTREE SHORT USD LONG GBP 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,PUS3.L,Alternatives,UK
SUP3,WISDOMTREE SHORT EUR LONG GBP 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SUP3.L,Alternatives,UK
XGLS,XTRACKERS PHYSICAL GOLD GBP HEDGED ETC,DB ETC PLC,SP,XGLS.L,Alternatives,UK
XRH0,XTRACKERS PHYSICAL RHODIUM ETC,DB ETC PLC,SP,XRH0.L,Alternatives,Global
PIMT,WISDOMTREE INDUSTRIAL METALS-£ DAILY HGD,WISDOMTREE HDG COMMODITY SEC LD,SP,PIMT.L,Alternatives,Global
PCRD,WISDOMTREE WTI CRUDE OIL - GBP DAILY HED,WISDOMTREE HDG COMMODITY SEC LD,SP,PCRD.L,Alternatives,UK
PBRT,WISDOMTREE BRENT CRUDE OIL - £ DAILY HGD,WISDOMTREE HDG COMMODITY SEC LD,SP,PBRT.L,Alternatives,Global
1PAS,WISDOMTREE PALLADIUM 1X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,1PAS.L,Alternatives,Global
WTID,WISDOMTREE WTI CRUDE OIL PRE-ROLL,WISDOMTREE MULTI ASSET ISSUER PLC,SP,WTID.L,Alternatives,Global
BRND,WISDOMTREE BRENT CRUDE OIL PRE-ROLL,WISDOMTREE MULTI ASSET ISSUER PLC,SP,BRND.L,Alternatives,Global
3CFL,WISDOMTREE COFFEE 3X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,3CFL.L,Alternatives,Global
3NIS,WISDOMTREE NICKEL 3X DAILY SHORT,WISDOMTREE COMMODITY SECURITIES LTD,SP,3NIS.L,Alternatives,Global
3NIL,WISDOMTREE NICKEL 3X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,3NIL.L,Alternatives,Global
3SUL,WISDOMTREE SUGAR 3X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,3SUL.L,Alternatives,Global
3WHL,WISDOMTREE WHEAT 3X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,3WHL.L,Alternatives,Global
SUD5,WISDOMTREE LONG EUR SHORT USD 5X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SUD5.L,Alternatives,US
LUD5,WISDOMTREE SHORT EUR LONG USD 5X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LUD5.L,Alternatives,US
EUP5,WISDOMTREE LONG EUR SHORT GBP 5X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,EUP5.L,Alternatives,UK
SUP5,WISDOMTREE SHORT EUR LONG GBP 5X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SUP5.L,Alternatives,UK
USP5,WISDOMTREE LONG USD SHORT GBP 5X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,USP5.L,Alternatives,UK
PUS5,WISDOMTREE SHORT USD LONG GBP 5X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,PUS5.L,Alternatives,UK
LWEA,WISDOMTREE WHEAT 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LWEA.L,Alternatives,Global
LPET,WISDOMTREE PETROLEUM 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LPET.L,Alternatives,Global
LNIK,WISDOMTREE NICKEL 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LNIK.L,Alternatives,Global
LNGA,WISDOMTREE NATURAL GAS 2X DAILY LEVERAGE,WISDOMTREE COMMODITY SECURITIES LTD,SP,LNGA.L,Alternatives,Global
CMCU,UBS ETC (UBS BBG CMCI COMPOSITE IDX) USD,UBS AG,SP,CMCU.L,Alternatives,US
GLDU,UBS ETC (UBS BBG CMCI GOLD IDX) USD,UBS AG,SP,GLDU.L,Alternatives,US
WWTU,UBS ETC (UBS BBG CMCI WHEAT IDX) USD,UBS AG,SP,WWTU.L,Alternatives,US
CMGB,UBS ETC (UBS BBG CMCI COMPOSITE IDX) GBP,UBS AG,SP,CMGB.L,Alternatives,UK
ENRU,UBS ETC (UBS BBG CMCI ENERGY IDX) USD,UBS AG,SP,ENRU.L,Alternatives,US
AGRU,UBS ETC (UBS BBG CMCI AGRI IDX) USD,UBS AG,SP,AGRU.L,Alternatives,US
INMU,UBS ETC (UBS BBG CMCI IND MET IDX) USD,UBS AG,SP,INMU.L,Alternatives,US
PRMU,UBS ETC (UBS BBG CMCI PREC MTLS IDX) USD,UBS AG,SP,PRMU.L,Alternatives,US
LIVU,UBS ETC (UBS BBG CMCI LIVESTOCK IDX) USD,UBS AG,SP,LIVU.L,Alternatives,US
OILU,UBS ETC (UBS BBG CMCI WTI CRUDE IDX) USD,UBS AG,SP,OILU.L,Alternatives,US
CMBU,UBS ETC (CMCI BCOM) USD,UBS AG,SP,CMBU.L,Alternatives,US
CMBG,UBS ETC (CMCI BCOM) GBP,UBS AG,SP,CMBG.L,Alternatives,UK
CMGU,UBS ETC (CMCI GSCI) USD,UBS AG,SP,CMGU.L,Alternatives,US
CMGG,UBS ETC (CMCI GSCI) GBP,UBS AG,SP,CMGG.L,Alternatives,UK
CXAD,UBS ETC (CMCI EX AGRI & LIVS CAP) USD,UBS AG,SP,CXAD.L,Alternatives,US
CXAS,UBS ETC (CMCI EX AGRI & LIVS CAP) GBP,UBS AG,SP,CXAS.L,Alternatives,UK
ENGB,UBS ETC (CMCI ENERGY) GBP,UBS AG,SP,ENGB.L,Alternatives,UK
OILG,UBS ETC (CMCI WTI) GBP,UBS AG,SP,OILG.L,Alternatives,UK
OIL3,UBS ETC (CMCI WTI 3M) USD,UBS AG,SP,OIL3.L,Alternatives,US
BRTU,UBS ETC (CMCI BRENT) USD,UBS AG,SP,BRTU.L,Alternatives,US
BRTG,UBS ETC (CMCI BRENT) GBP,UBS AG,SP,BRTG.L,Alternatives,UK
BRT3,UBS ETC (CMCI BRENT 3M) USD,UBS AG,SP,BRT3.L,Alternatives,US
NGAU,UBS ETC (CMCI NATURAL GAS) USD,UBS AG,SP,NGAU.L,Alternatives,US
NGAG,UBS ETC (CMCI NATURAL GAS) GBP,UBS AG,SP,NGAG.L,Alternatives,UK
INMG,UBS ETC (CMCI INDUSTRIAL MTLS) GBP,UBS AG,SP,INMG.L,Alternatives,UK
MCUU,UBS ETC (CMCI COPPER) USD,UBS AG,SP,MCUU.L,Alternatives,US
ALYU,UBS ETC (CMCI ALUMINIUM) USD,UBS AG,SP,ALYU.L,Alternatives,US
NIKU,UBS ETC (CMCI NICKEL) USD,UBS AG,SP,NIKU.L,Alternatives,US
LXUU,UBS ETC (CMCI ZINC) USD,UBS AG,SP,LXUU.L,Alternatives,US
PRMG,UBS ETC (CMCI PREC METALS) GBP,UBS AG,SP,PRMG.L,Alternatives,UK
GCGB,UBS ETC (CMCI GOLD) GBP,UBS AG,SP,GCGB.L,Alternatives,UK
SIUS,UBS ETC (CMCI SILVER) USD,UBS AG,SP,SIUS.L,Alternatives,US
SILP,UBS ETC (CMCI SILVER) GBP,UBS AG,SP,SILP.L,Alternatives,UK
PLTU,UBS ETC (CMCI PLATINUM) USD,UBS AG,SP,PLTU.L,Alternatives,US
AGGB,UBS ETC (CMCI AGRICULTURE) GBP,UBS AG,SP,AGGB.L,Alternatives,UK
SBUS,UBS ETC (CMCI SUGAR) USD,UBS AG,SP,SBUS.L,Alternatives,US
COFU,UBS ETC (CMCI COFFEE) USD,UBS AG,SP,COFU.L,Alternatives,US
SOYU,UBS ETC (CMCI SOYBEANS) USD,UBS AG,SP,SOYU.L,Alternatives,US
LIVP,UBS ETC (CMCI LIVESTOCK) GBP,UBS AG,SP,LIVP.L,Alternatives,UK
CORU,UBS ETC (CMCI CORN) USD,UBS AG,SP,CORU.L,Alternatives,US
CRM2,LEVERAGE SHARES 2X SALESFORCE.COM ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,CRM2.L,Alternatives,Global
GOO2,LEVERAGE SHARES 2X ALPHABET ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,GOO2.L,Alternatives,Global
AMZ2,LEVERAGE SHARES 2X AMAZON ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,AMZ2.L,Alternatives,Global
AAP2,LEVERAGE SHARES 2X APPLE ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,AAP2.L,Alternatives,Global
CIT2,LEVERAGE SHARES 2X CITIGROUP ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,CIT2.L,Alternatives,Global
FB2,LEVERAGE SHARES 2X FACEBOOK ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,FB2.L,Alternatives,Global
GS2,LEVERAGE SHARES 2X GOLDMAN SACHS ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,GS2.L,Alternatives,Global
JPM2,LEVERAGE SHARES 2X JPMORGAN ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,JPM2.L,Alternatives,Global
MSF2,LEVERAGE SHARES 2X MICROSOFT ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,MSF2.L,Alternatives,Global
VIS2,LEVERAGE SHARES 2X VISA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,VIS2.L,Alternatives,Global
NFL2,LEVERAGE SHARES 2X NETFLIX ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,NFL2.L,Alternatives,Global
NVD2,LEVERAGE SHARES 2X NVIDIA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,NVD2.L,Alternatives,Global
META,WISDOMTREE INDUSTRIAL METALS ENHANCED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,META.L,Alternatives,Global
BENE,WISDOMTREE ENERGY ENHANCED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,BENE.L,Alternatives,Global
SOIL,WISDOMTREE WTI CRUDE OIL 1X DAILY SHORT,WISDOMTREE COMMODITY SECURITIES LTD,SP,SOIL.L,Alternatives,Global
3NGL,WISDOMTREE NATURAL GAS 3X DAILY LEVERAGE,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3NGL.L,Alternatives,Global
LOIL,WISDOMTREE WTI CRUDE OIL 2X DAILY LEV,WISDOMTREE COMMODITY SECURITIES LTD,SP,LOIL.L,Alternatives,Global
3BRS,WISDOMTREE BRENT CRUDE OIL 3X DAILY SHOR,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3BRS.L,Alternatives,Global
3USS,WISDOMTREE S&P 500 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3USS.L,Alternatives,US
3USL,WISDOMTREE S&P 500 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3USL.L,Alternatives,US
QQQS,WISDOMTREE NASDAQ 100 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,QQQS.L,Alternatives,US
QQQ3,WISDOMTREE NASDAQ 100 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,QQQ3.L,Alternatives,US
3EUS,WISDOMTREE EURO STOXX 50® 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3EUS.L,Alternatives,Europe
3EUL,WISDOMTREE EURO STOXX 50® 3X DAILY LEVER,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3EUL.L,Alternatives,Europe
SUK1,WISDOMTREE FTSE 100 1X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,SUK1.L,Alternatives,UK
1MCS,WISDOMTREE FTSE 250 1X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,1MCS.L,Alternatives,UK
3GIS,WISDOMTREE GILTS 10Y 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3GIS.L,Alternatives,UK
3TYS,WISDOMTREE US TREASURIES 10Y 3X DAILY SH,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3TYS.L,Alternatives,US
3GIL,WISDOMTREE GILTS 10Y 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3GIL.L,Alternatives,UK
3EML,WISDOMTREE EMERGING MARKETS 3X DAILY LEV,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3EML.L,Alternatives,Emerging Markets
3EMS,WISDOMTREE EMERGING MARKETS 3X DAILY SHO,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3EMS.L,Alternatives,Emerging Markets
3BAL,WISDOMTREE EURO STOXX BANKS 3X DAILY LEV,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3BAL.L,Alternatives,Europe
3BAS,WISDOMTREE EURO STOXX BANKS 3X DAILY SHO,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3BAS.L,Alternatives,Europe
3TYL,WISDOMTREE US TREASURIES 10Y 3X DAILY LE,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3TYL.L,Alternatives,US
1GIS,WISDOMTREE GILTS 10Y 1X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,1GIS.L,Alternatives,UK
UL3S,WISDOMTREE US TREASURIES 30Y 3X DAILY SH,WISDOMTREE MULTI ASSET ISSUER PLC,SP,UL3S.L,Alternatives,US
SG20,SG NATURAL GAS X5 LONG,SG ISSUER,SP,SG20.L,Alternatives,Global
SG21,SG NATURAL GAS X5 DAILY SHORT,SG ISSUER,SP,SG21.L,Alternatives,Global
SG24,SG NATURAL GAS X3 DAILY LONG,SG ISSUER,SP,SG24.L,Alternatives,Global
SG25,SG NATURAL GAS X3 DAILY SHORT,SG ISSUER,SP,SG25.L,Alternatives,Global
SG26,SG NATURAL GAS X5 DAILY LONG,SG ISSUER,SP,SG26.L,Alternatives,Global
SG27,SG NATURAL GAS X5 DAILY SHORT,SG ISSUER,SP,SG27.L,Alternatives,Global
SG28,SG WTI X5 DAILY LONG,SG ISSUER,SP,SG28.L,Alternatives,Global
SG40,SG COPPER X5 DAILY LONG,SG ISSUER,SP,SG40.L,Alternatives,Global
SG41,SG COPPER X5 DAILY SHORT,SG ISSUER,SP,SG41.L,Alternatives,Global
SG42,SG GOLD X5 DAILY LONG,SG ISSUER,SP,SG42.L,Alternatives,Global
SG43,SG GOLD X5 DAILY SHORT,SG ISSUER,SP,SG43.L,Alternatives,Global
SG29,SG WTI X5 DAILY SHORT,SG ISSUER,SP,SG29.L,Alternatives,Global
SG34,SG WTI X5 DAILY LONG,SG ISSUER,SP,SG34.L,Alternatives,Global
SG35,SG WTI X5 DAILY SHORT,SG ISSUER,SP,SG35.L,Alternatives,Global
SG48,SG GOLD X5 DAILY LONG,SG ISSUER,SP,SG48.L,Alternatives,Global
SG50,SG SILVER X5 DAILY LONG,SG ISSUER,SP,SG50.L,Alternatives,Global
SG51,SG SILVER X5 DAILY SHORT,SG ISSUER,SP,SG51.L,Alternatives,Global
SG52,SG SILVER X2 DAILY LONG,SG ISSUER,SP,SG52.L,Alternatives,Global
SG53,SG SILVER X2 DAILY SHORT,SG ISSUER,SP,SG53.L,Alternatives,Global
SG62,SG GBPUSD X3 DAILY LONG,SG ISSUER,SP,SG62.L,Alternatives,UK
SG63,SG GBPUSD X3 DAILY SHORT,SG ISSUER,SP,SG63.L,Alternatives,UK
SG64,SG GBPUSD X5 DAILY LONG,SG ISSUER,SP,SG64.L,Alternatives,UK
SG65,SG GBPUSD X5 DAILY SHORT,SG ISSUER,SP,SG65.L,Alternatives,UK
SG72,SG EURO STOXX X5 DAILY LONG,SG ISSUER,SP,SG72.L,Alternatives,Europe
SG73,SG EURO STOXX X5 DAILY SHORT,SG ISSUER,SP,SG73.L,Alternatives,Europe
SG74,SG EURO STOXX X5 DAILY LONG,SG ISSUER,SP,SG74.L,Alternatives,Europe
SG49,SG GOLD X5 DAILY SHORT,SG ISSUER,SP,SG49.L,Alternatives,Global
SG75,SG EURO STOXX X5 DAILY SHORT,SG ISSUER,SP,SG75.L,Alternatives,Europe
SG76,SG DAX X5 DAILY LONG,SG ISSUER,SP,SG76.L,Alternatives,Europe
SG77,SG DAX X5 DAILY SHORT,SG ISSUER,SP,SG77.L,Alternatives,Europe
SG84,SG FTSE X3 DAILY LONG,SG ISSUER,SP,SG84.L,Alternatives,Global
SG85,SG FTSE X3 DAILY SHORT,SG ISSUER,SP,SG85.L,Alternatives,Global
SG86,SG FTSE X5 DAILY LONG,SG ISSUER,SP,SG86.L,Alternatives,Global
SG87,SG FTSE X5 DAILY SHORT,SG ISSUER,SP,SG87.L,Alternatives,Global
SG88,SG S&P X5 DAILY LONG,SG ISSUER,SP,SG88.L,Alternatives,US
SG89,SG S&P X5 DAILY SHORT,SG ISSUER,SP,SG89.L,Alternatives,US
SG90,SG S&P X3 DAILY LONG,SG ISSUER,SP,SG90.L,Alternatives,US
SG91,SG S&P X3 DAILY SHORT,SG ISSUER,SP,SG91.L,Alternatives,US
SG92,SG S&P X5 DAILY LONG,SG ISSUER,SP,SG92.L,Alternatives,US
SG93,SG S&P X5 DAILY SHORT,SG ISSUER,SP,SG93.L,Alternatives,US
AMZ3,LEVSHARES 3X AMAZON ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,AMZ3.L,Alternatives,Global
NVD3,LEVSHARES 3X NVIDIA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,NVD3.L,Alternatives,Global
AAP3,LEVSHARES 3X APPLE ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,AAP3.L,Alternatives,Global
CRM3,LEVSHARES 3X SALESFORCE.COM ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,CRM3.L,Alternatives,Global
MSF3,LEVSHARES 3X MICROSOFT ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,MSF3.L,Alternatives,Global
GOO3,LEVSHARES 3X ALPHABET ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,GOO3.L,Alternatives,Global
BAB2,LEVSHARES 2X ALIBABA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,BAB2.L,Alternatives,Global
TSL2,LEVSHARES 2X TESLA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,TSL2.L,Alternatives,Global
TWT2,LEVSHARES 2X TWITTER ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,TWT2.L,Alternatives,Global
FB3,LEVSHARES 3X FACEBOOK ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,FB3.L,Alternatives,Global
NFL3,LEVSHARES 3X NETFLIX ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,NFL3.L,Alternatives,Global
MU2,LEVSHARES 2X MICRON TECH ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,MU2.L,Alternatives,Global
AMD2,LEVSHARES 2X ADVANCED MICRO DEVICES ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,AMD2.L,Alternatives,Global
BABS,LEVSHARES -1X ALIBABA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,BABS.L,Global Equity,Global
UBR2,LEVSHARES 2X UBER ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,UBR2.L,Alternatives,Global
TSLS,LEVSHARES -1X TESLA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,TSLS.L,Global Equity,Global
TWTS,LEVSHARES -1X TWITTER ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,TWTS.L,Global Equity,Global
MUS,LEVSHARES -1X MICRON TECHNOLOGY ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,MUS.L,Global Equity,Global
AMDS,LEVSHARES -1X ADVANCED MICRODEVICES ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,AMDS.L,Global Equity,Global
UBRS,LEVSHARES -1X UBER ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,UBRS.L,Global Equity,Global
MSFS,LEVSHARES -1X MICROSOFT ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,MSFS.L,Global Equity,Global
FBS,LEVSHARES -1X FACEBOOK ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,FBS.L,Global Equity,Global
NFLS,LEVSHARES -1X NETFLIX ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,NFLS.L,Global Equity,Global
GOOS,LEVSHARES -1X ALPHABET ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,GOOS.L,Global Equity,Global
CRMS,LEVSHARES -1X SALESFORCE.COM ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,CRMS.L,Global Equity,Global
AMZS,LEVSHARES -1X AMAZON ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,AMZS.L,Global Equity,Global
NVDS,LEVSHARES -1X NVIDIA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,NVDS.L,Global Equity,Global
APLS,LEVSHARES -1X APPLE ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,APLS.L,Global Equity,Global
VIXL,WISDOMTREE S&P 500 VIX SHORT-TERM FUTURE,WISDOMTREE MULTI ASSET ISSUER PLC,SP,VIXL.L,Global Equity,US
3UKS,WISDOMTREE FTSE 100 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3UKS.L,Alternatives,UK
3UKL,WISDOMTREE FTSE 100 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3UKL.L,Alternatives,UK
3DES,WISDOMTREE DAX 30 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3DES.L,Alternatives,Europe
3DEL,WISDOMTREE DAX 30 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3DEL.L,Alternatives,Europe
3SIS,WISDOMTREE SILVER 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3SIS.L,Alternatives,Global
3SIL,WISDOMTREE SILVER 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3SIL.L,Alternatives,Global
3NGS,WISDOMTREE NATURAL GAS 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3NGS.L,Alternatives,Global
3HCS,WISDOMTREE COPPER 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3HCS.L,Alternatives,Global
3HCL,WISDOMTREE COPPER 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3HCL.L,Alternatives,Global
3GOS,WISDOMTREE GOLD 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3GOS.L,Alternatives,Global
3GOL,WISDOMTREE GOLD 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3GOL.L,Alternatives,Global
2UKL,WISDOMTREE FTSE 100 2X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,2UKL.L,Alternatives,UK
2UKS,WISDOMTREE FTSE 100 2X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,2UKS.L,Alternatives,UK
2PAL,WISDOMTREE PALLADIUM 2X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,2PAL.L,Alternatives,Global
